units,spikeTimeRawS,movieAlignedTimeS,movieAlignedTimeMs,trialOrder,clipWindowId,clipID,movieID,isAccurate,plotOrder,includeInPlots,clipStartTimeMs,clipEndTimeMs,spikeTimeRelativeToClipStartMs,spikeTimeRelativeToClipStartS
1,2374.0801,2349.9311,2349931.1001,19,1.0-2349243-2350377,964.0000,1.0000,0,66,True,2349243.0000,2350377.0000,688.1001,0.6881
1,1525.0390,1500.8900,1500890.0001,37,1.0-1500399-1502868,600.0000,1.0000,1,28,True,1500399.0000,1502868.0000,491.0001,0.4910
1,1525.7809,1501.6319,1501631.9001,37,1.0-1500399-1502868,600.0000,1.0000,1,28,True,1500399.0000,1502868.0000,1232.9001,1.2329
1,1662.6543,1638.5053,1638505.3001,39,1.0-1637664-1640666,666.0000,1.0000,1,30,True,1637664.0000,1640666.0000,841.3001,0.8413
1,70.1002,45.9512,45951.2001,46,1.0-44609-47579,24.0000,1.0000,1,35,True,44609.0000,47579.0000,1342.2001,1.3422
1,71.4853,47.3363,47336.3001,46,1.0-44609-47579,24.0000,1.0000,1,35,True,44609.0000,47579.0000,2727.3001,2.7273
1,71.7031,47.5541,47554.1001,46,1.0-44609-47579,24.0000,1.0000,1,35,True,44609.0000,47579.0000,2945.1001,2.9451
1,113.1402,88.9912,88991.2001,49,1.0-88785-90453,51.0000,1.0000,1,38,True,88785.0000,90453.0000,206.2001,0.2062
1,113.6260,89.4770,89477.0001,49,1.0-88785-90453,51.0000,1.0000,1,38,True,88785.0000,90453.0000,692.0001,0.6920
1,1606.5093,1582.3603,1582360.3001,50,1.0-1581176-1583178,643.0000,1.0000,1,39,True,1581176.0000,1583178.0000,1184.3001,1.1843
1,1607.2629,1583.1139,1583113.9001,50,1.0-1581176-1583178,643.0000,1.0000,1,39,True,1581176.0000,1583178.0000,1937.9001,1.9379
1,1438.1430,1413.9940,1413994.0001,54,1.0-1413883-1415752,560.0000,1.0000,1,43,True,1413883.0000,1415752.0000,111.0001,0.1110
1,1438.2959,1414.1469,1414146.9001,54,1.0-1413883-1415752,560.0000,1.0000,1,43,True,1413883.0000,1415752.0000,263.9001,0.2639
1,1438.4005,1414.2515,1414251.5001,54,1.0-1413883-1415752,560.0000,1.0000,1,43,True,1413883.0000,1415752.0000,368.5001,0.3685
1,1859.2347,1835.0857,1835085.7001,56,1.0-1833884-1835586,758.0000,1.0000,1,44,True,1833884.0000,1835586.0000,1201.7001,1.2017
1,933.4290,909.2800,909280.0001,57,1.0-909168-910669,394.0000,1.0000,1,45,True,909168.0000,910669.0000,112.0001,0.1120
1,933.4613,909.3123,909312.3001,57,1.0-909168-910669,394.0000,1.0000,1,45,True,909168.0000,910669.0000,144.3001,0.1443
1,933.7382,909.5892,909589.2001,57,1.0-909168-910669,394.0000,1.0000,1,45,True,909168.0000,910669.0000,421.2001,0.4212
1,933.8192,909.6702,909670.2001,57,1.0-909168-910669,394.0000,1.0000,1,45,True,909168.0000,910669.0000,502.2001,0.5022
1,933.9059,909.7569,909756.9001,57,1.0-909168-910669,394.0000,1.0000,1,45,True,909168.0000,910669.0000,588.9001,0.5889
1,933.9320,909.7830,909783.0001,57,1.0-909168-910669,394.0000,1.0000,1,45,True,909168.0000,910669.0000,615.0001,0.6150
1,934.0905,909.9415,909941.5001,57,1.0-909168-910669,394.0000,1.0000,1,45,True,909168.0000,910669.0000,773.5001,0.7735
1,934.1847,910.0357,910035.7001,57,1.0-909168-910669,394.0000,1.0000,1,45,True,909168.0000,910669.0000,867.7001,0.8677
1,934.1922,910.0432,910043.2001,57,1.0-909168-910669,394.0000,1.0000,1,45,True,909168.0000,910669.0000,875.2001,0.8752
1,934.2185,910.0695,910069.5001,57,1.0-909168-910669,394.0000,1.0000,1,45,True,909168.0000,910669.0000,901.5001,0.9015
1,934.3991,910.2501,910250.1001,57,1.0-909168-910669,394.0000,1.0000,1,45,True,909168.0000,910669.0000,1082.1001,1.0821
1,934.4841,910.3351,910335.1001,57,1.0-909168-910669,394.0000,1.0000,1,45,True,909168.0000,910669.0000,1167.1001,1.1671
1,934.6202,910.4712,910471.2001,57,1.0-909168-910669,394.0000,1.0000,1,45,True,909168.0000,910669.0000,1303.2001,1.3032
1,934.6967,910.5477,910547.7001,57,1.0-909168-910669,394.0000,1.0000,1,45,True,909168.0000,910669.0000,1379.7001,1.3797
1,934.8090,910.6600,910660.0001,57,1.0-909168-910669,394.0000,1.0000,1,45,True,909168.0000,910669.0000,1492.0001,1.4920
1,2434.7902,2410.6412,2410641.2001,58,1.0-2410234-2411402,990.0000,1.0000,1,46,True,2410234.0000,2411402.0000,407.2001,0.4072
1,2435.1235,2410.9745,2410974.5001,58,1.0-2410234-2411402,990.0000,1.0000,1,46,True,2410234.0000,2411402.0000,740.5001,0.7405
1,254.6418,230.4928,230492.8001,64,1.0-228952-231354,133.0000,1.0000,1,52,True,228952.0000,231354.0000,1540.8001,1.5408
1,255.4884,231.3394,231339.4001,64,1.0-228952-231354,133.0000,1.0000,1,52,True,228952.0000,231354.0000,2387.4001,2.3874
1,1471.2598,1447.1108,1447110.8001,68,1.0-1446781-1448716,574.0000,1.0000,1,55,True,1446781.0000,1448716.0000,329.8001,0.3298
1,515.8312,491.6822,491682.2001,69,1.0-491436-493171,257.0000,1.0000,1,56,True,491436.0000,493171.0000,246.2001,0.2462
1,515.9314,491.7824,491782.4001,69,1.0-491436-493171,257.0000,1.0000,1,56,True,491436.0000,493171.0000,346.4001,0.3464
1,516.0735,491.9245,491924.5001,69,1.0-491436-493171,257.0000,1.0000,1,56,True,491436.0000,493171.0000,488.5001,0.4885
