Plot ID,Metric,N Total,Mean,SEM,Sig Positive,Sig Negative,Total Sig,Expected Sig (5%),Chi2 Stat,P-Value,Pre-Driven (>0),Post-Driven (<0),Exact Zero,Valid N (excluding 0),Expected (50/50)
P1_Post-Stim_T-Scores,Post-Stim T-Score,41,-0.6514975773332026,0.125988514187055,0.0,2.0,2.0,2.0500000000000003,0.0012836970474968145,0.971418933954652,,,,,
P2_Pre-Stim_T-Scores,Pre-Stim T-Score,41,-0.5491058323724398,0.14074699890998837,0.0,2.0,2.0,2.0500000000000003,0.0012836970474968145,0.971418933954652,,,,,
P3_Diff_SigOnly,T-Score Diff (Pre - Post),3,-0.10310639277900635,0.5295354146863884,,,,,0.3333333333333333,0.5637028616507731,1.0,2.0,0.0,3.0,1.5
P4_Diff_All,T-Score Diff (Pre - Post),41,0.10239174496076274,0.16114823315863233,,,,,0.024390243902439025,0.8758960579229409,21.0,20.0,0.0,41.0,20.5
P5_Diff_Post_GTE_1,T-Score Diff (Pre - Post),1,-1.674031589457386,,,,,,1.0,0.31731050786291115,0.0,1.0,0.0,1.0,0.5
