experimentPhase,trialNumber,startTag,cueEndTag,endTag,startTimeUnixSec,cueEndTimeUnixSec,endTimeUnixSec,startTimeMat,cueEndTimeMat,endTimeMat,trialNumberMat,movieID,clipID,response,trialStartTimePTB,trialEndTimePTB,reactionTimePTB,frameOn,frameOff,clipStartTime,clipEndTime,clipStartTimeMs,clipEndTimeMs,clipDurationMs,clipDurationSec,clipFrameRange,clipTimeRangeMs,clipWindowId,isAccurate,trialOrder,plotOrder,includeInPlots
recog_task,1,Trial start-0-1-230,Clip end,Response-2,1726518764.77095,1726518767.42151,1726518770.65007,37.325082,39.975551,43.20442,1.0,1.0,230.0,2.0,1726543947.59299,1726543953.50389,3.17565560340881,12638.0,12715.0,422.0995011678345,424.67124207540877,422100,424671,2571,2.5717409075742808,12638-12715,422100-424671,1.0-422100-424671,1,1,1,True
recog_task,3,Trial start-0-1-210,Clip end,Response-2,1726518775.27016,1726518777.46829,1726518779.41569,47.824834,50.022587,51.970162,3.0,1.0,210.0,2.0,1726543958.09243,1726543962.26843,1.91055655479431,11332.0,11396.0,378.4801034367701,380.61765432098764,378480,380618,2138,2.1375508842175464,11332-11396,378480-380618,1.0-378480-380618,1,2,2,True
recog_task,6,Trial start-0-1-703,Clip end,Response-2,1726518793.46278,1726518795.98578,1726518797.8409,66.017405,68.540188,70.39533,6.0,1.0,703.0,2.0,1726543976.28474,1726543980.69361,1.82204604148865,51467.0,51540.0,1718.9583024691358,1721.3964464464464,1718958,1721396,2438,2.438143977310574,51467-51540,1718958-1721396,1.0-1718958-1721396,1,3,3,True
recog_task,9,Trial start-0-1-574,Clip end,Response-2,1726518805.07184,1726518807.0794,1726518808.69124,77.626429,79.633793,81.245773,9.0,1.0,574.0,2.0,1726543987.89351,1726543991.54374,1.58013129234314,43362.0,43420.0,1448.2575225225223,1450.1946780113446,1448258,1450195,1937,1.9371554888223272,43362-43420,1448258-1450195,1.0-1448258-1450195,1,4,4,True
recog_task,10,Trial start-0-1-24,Clip end,Response-2,1726518809.25599,1726518812.30708,1726518813.42646,81.810564,84.861097,85.980848,10.0,1.0,24.0,2.0,1726543992.07802,1726543996.27923,1.08744072914124,1337.0,1426.0,44.65477394060728,47.6273056389723,44655,47627,2972,2.9725316983650245,1337-1426,44655-47627,1.0-44655-47627,1,5,5,True
recog_task,11,Trial start-0-1-205,Clip end,Response-2,1726518813.99108,1726518815.63474,1726518816.56633,86.545639,88.189117,89.120701,11.0,1.0,205.0,2.0,1726543996.81308,1726543999.41898,0.899307489395142,11057.0,11104.0,369.2953144811478,370.86507841174506,369295,370865,1570,1.5697639305972757,11057-11104,369295-370865,1.0-369295-370865,1,6,6,True
recog_task,14,Trial start-0-1-19,Clip end,Response-2,1726518825.70833,1726518826.89739,1726518831.25476,98.243183,99.451777,103.809146,14.0,1.0,19.0,2.0,1726544008.53029,1726544014.1074,4.32553911209106,1126.0,1159.0,37.607535869202536,38.709710543877215,37608,38710,1102,1.1021746746746786,1126-1159,37608-38710,1.0-37608-38710,1,7,7,True
recog_task,15,Trial start-0-1-783,Clip end,Response-2,1726518831.82011,1726518834.00098,1726518834.94011,104.374645,106.555369,107.494575,15.0,1.0,783.0,2.0,1726544014.64244,1726544017.7924,0.907469272613525,56083.0,56147.0,1873.1291599933265,1875.2667108775443,1873129,1875267,2138,2.137550884217717,56083-56147,1873129-1875267,1.0-1873129-1875267,1,8,8,True
recog_task,17,Trial start-0-1-723,Clip end,Response-2,1726518839.63489,1726518841.40504,1726518842.36126,112.189437,113.959365,114.915612,17.0,1.0,723.0,2.0,1726544022.45685,1726544025.21353,0.924409627914429,52613.0,52664.0,1757.2338229896563,1758.9371838505172,1757234,1758937,1703,1.703360860860812,52613-52664,1757234-1758937,1.0-1757234-1758937,1,9,9,True
recog_task,18,Trial start-0-1-257,Clip end,Response-2,1726518842.92582,1726518844.73248,1726518845.66717,115.480351,117.286825,118.221543,18.0,1.0,257.0,2.0,1726544025.74774,1726544028.51976,0.902947902679443,14729.0,14781.0,491.93729646312977,493.67405655655654,491937,493674,1737,1.736760093426767,14729-14781,491937-493674,1.0-491937-493674,1,10,10,True
recog_task,20,Trial start-0-1-643,Clip end,Response-2,1726518850.9151,1726518852.98832,1726518853.97638,123.469525,125.542646,126.530771,20.0,1.0,643.0,2.0,1726544033.73713,1726544036.82898,0.956217050552368,47390.0,47450.0,1582.7896312979644,1584.7935852519186,1582790,1584794,2004,2.003953953954124,47390-47450,1582790-1584794,1.0-1582790-1584794,1,11,11,True
recog_task,21,Trial start-0-1-848,Clip end,Response-2,1726518854.54782,1726518857.33988,1726518858.28913,127.102315,129.894228,130.843429,21.0,1.0,848.0,2.0,1726544037.3697,1726544041.14139,0.917329072952271,61043.0,61125.0,2038.7893535201868,2041.5280905905906,2038789,2041528,2739,2.738737070403886,61043-61125,2038789-2041528,1.0-2038789-2041528,1,12,12,True
