experimentPhase,trialNumber,startTag,cueEndTag,endTag,startTimeUnixSec,cueEndTimeUnixSec,endTimeUnixSec,startTimeMat,cueEndTimeMat,endTimeMat,trialNumberMat,movieID,clipID,response,trialStartTimePTB,trialEndTimePTB,reactionTimePTB,frameOn,frameOff,clipStartTime,clipEndTime,clipStartTimeMs,clipEndTimeMs,clipDurationMs,clipDurationSec,clipFrameRange,clipTimeRangeMs,clipWindowId,isAccurate,trialOrder,plotOrder,includeInPlots
recog_task,5,Trial start,,Trial end,1691276098.35834,,1691276103.31218,397.183879881,,402.137851201,5.0,1.0,560.0,2.0,645888.99259362,645893.946198292,2.98601892695297,42376.0,42432.0,1413.8819563134969,1415.731372715427,1413882,1415731,1849,1.849416401930057,42376-42432,1413882-1415731,1.0-1413882-1415731,1,1,1,True
recog_task,8,Trial start,,Trial end,1691276111.73864,,1691276114.8413,410.564699,,413.667400747,8.0,1.0,210.0,2.0,645902.372932807,645905.475725751,0.913804439944215,11332.0,11396.0,378.0939760464537,380.2238797697867,378094,380224,2130,2.1299037233330296,11332-11396,378094-380224,1.0-378094-380224,1,2,2,True
recog_task,9,Trial start,,Trial end,1691276114.89189,,1691276116.8758,413.718032802,,415.701973275,9.0,1.0,83.0,2.0,645905.52629712,645907.510494412,0.7812195509905,4180.0,4214.0,139.46636250213368,140.6063109734667,139466,140606,1140,1.139948471333014,4180-4214,139466-140606,1.0-139466-140606,1,3,3,True
recog_task,11,Trial start,,Trial end,1691276120.37614,,1691276124.37673,419.202506629,,423.203157447,11.0,1.0,427.0,2.0,645911.010707538,645915.011667972,1.04794733703602,29695.0,29782.0,990.7783814595338,993.6782503788668,990778,993678,2900,2.8998689193330165,29695-29782,990778-993678,1.0-990778-993678,1,4,4,True
recog_task,12,Trial start,,Trial end,1691276124.42773,,1691276129.44588,423.254289478,,428.272644055,12.0,1.0,167.0,2.0,645915.062484204,645920.080871388,2.10140542709269,8840.0,8926.0,294.94800108106637,297.81787135673335,294948,297818,2870,2.869870275666983,8840-8926,294948-297818,1.0-294948-297818,1,5,5,True
recog_task,13,Trial start,,Trial end,1691276129.49632,,1691276133.3457,428.323034428,,432.172606488,13.0,1.0,290.0,2.0,645920.131294683,645923.980791193,0.901782170985825,17581.0,17668.0,586.5928514712937,589.4827208426267,586593,589483,2890,2.8898693713330204,17581-17668,586593-589483,1.0-586593-589483,1,6,6,True
recog_task,14,Trial start,,Trial end,1691276133.39632,,1691276136.73154,432.223212267,,435.558589228,14.0,1.0,600.0,2.0,645924.031515194,645927.366713642,0.818649727967568,44969.0,45043.0,1500.3978122867034,1502.8577010943734,1500398,1502858,2460,2.4598888076700405,44969-45043,1500398-1502858,1.0-1500398-1502858,1,7,7,True
recog_task,15,Trial start,,Trial end,1691276136.78226,,1691276141.6355,435.609276247,,440.462772514,15.0,1.0,22.0,1.0,645927.417435102,645932.270989403,2.3061714899959,1215.0,1290.0,40.538667569400005,43.0485541174,40539,43049,2510,2.509886547999997,1215-1290,40539-43049,1.0-40539-43049,0,8,44,True
recog_task,18,Trial start,,Trial end,1691276148.13853,,1691276151.08097,446.966005977,,449.908596035,18.0,1.0,477.0,2.0,645938.774268818,645941.716723945,0.798667489085346,34673.0,34735.0,1156.8701404393435,1158.9400468750134,1156870,1158940,2070,2.0699064356699637,34673-34735,1156870-1158940,1.0-1156870-1158940,1,9,8,True
recog_task,19,Trial start,,Trial end,1691276151.13166,,1691276154.06697,449.959264486,,452.894725547,19.0,1.0,126.0,2.0,645941.767368688,645944.702792314,0.684026212897152,6292.0,6358.0,209.93357724005367,212.1434773473867,209934,212143,2209,2.209900107333027,6292-6358,209934-212143,1.0-209934-212143,1,10,9,True
recog_task,20,Trial start,,Trial end,1691276154.11641,,1691276156.66887,452.944078598,,455.496733893,20.0,1.0,257.0,2.0,645944.75221512,645947.304985546,0.769360737991519,14729.0,14781.0,491.43541944830633,493.17534079997336,491435,493175,1740,1.7399213516670216,14729-14781,491435-493175,1.0-491435-493175,1,11,10,True
recog_task,21,Trial start,,Trial end,1691276156.72622,,1691276158.48478,455.554031373,,457.312713316,21.0,1.0,852.0,2.0,645947.362165241,645949.120947748,0.769893515040167,61477.0,61505.0,2051.1898486946566,2052.119806657987,2051190,2052120,930,0.9299579633302528,61477-61505,2051190-2052120,1.0-2051190-2052120,1,12,11,True
recog_task,25,Trial start,,Trial end,1691276170.64574,,1691276175.21618,469.47406851,,474.044752234,25.0,1.0,246.0,1.0,645961.282284999,645965.852910422,2.68336108396761,13530.0,13585.0,451.43059441480005,453.26051169880003,451431,453261,1830,1.8299172839999756,13530-13585,451431-453261,1.0-451431-453261,0,13,45,True
