pID,trial_num,movie_ID,target_movie,frame_on,frame_off,unq_frame_id,clip_ID,mov_clip_ID,clip_duration_sec,resp_answer,reaction_time_sec,timeout,correct,mat_trial_start_sec,ttl_movie_ID,effective_movie_ID,final_time_unix,clip_end_unix,ttl_minus_final_sec,local_shift_sec,exclude,experimentPhase,trialNumber,movieID,clipID,response,reactionTimePTB,trialStartTimePTB,frameOn,frameOff,Accurate,clipStartTime,clipEndTime,clipStartTimeMs,clipEndTimeMs,clipDurationMs,clipDurationSec,clipFrameRange,clipTimeRangeMs,clipWindowId,isAccurate,trialOrder,plotOrder,includeInPlots
572,23.0,1,1,21247,21308,1-21247-21308,330,1-330,2.029999999333313,1,1.1924790689954534,0,0,274163.333229074,1,1,1711146408.1424856,1711146410.1724856,-0.0932655334472656,-0.05784375,False,recog_task,23.0,1,330,1,1.1924790689954534,274163.333229074,21247,21308,0,708.9105858892226,710.945863610277,708911,710946,2035,2.035277721054399,21247-21308,708911-710946,1-708911-710946,0,11,44,True
572,26.0,1,1,31105,31191,1-31105-31191,444,1-444,2.87999999833346,1,1.2502567780320533,0,0,274173.745133433,1,1,1711146418.55439,1711146421.43439,-0.0934598445892334,-0.022,False,recog_task,26.0,1,444,1,1.2502567780320533,274173.745133433,31105,31191,0,1037.8248116950285,1040.6942196296297,1037825,1040694,2869,2.869407934601213,31105-31191,1037825-1040694,1-1037825-1040694,0,12,45,True
572,28.0,1,1,62641,62674,1-62641-62674,872,1-872,1.0999999993332494,1,2.4433810570044443,0,0,274180.902002237,1,1,1711146425.711259,1711146426.8112588,-0.0940489768981933,-0.011125,False,recog_task,28.0,1,872,1,2.4433810570044443,274180.902002237,62641,62674,0,2090.030028271605,2091.131080153487,2090030,2091131,1101,1.1010518818820856,62641-62674,2090030-2091131,1-2090030-2091131,0,13,46,True
572,29.0,1,1,64904,65054,1-64904-65054,898,1-898,5.009999998666444,2,1.5640697630005889,0,1,274185.117621979,1,1,1711146429.9268785,1711146434.9368784,-0.0934183597564697,-0.02675,False,recog_task,29.0,1,898,2,1.5640697630005889,274185.117621979,64904,65054,1,2165.5354952018683,2170.5402764831497,2165535,2170540,5005,5.004781281281339,64904-65054,2165535-2170540,1-2165535-2170540,1,14,9,True
572,30.0,1,1,61043,61125,1-61043-61125,848,1-848,2.73999999966668,2,1.1326593779958785,0,1,274192.34198385,1,1,1711146437.1481576,1711146439.8881576,-0.0908277034759521,-0.012875,False,recog_task,30.0,1,848,2,1.1326593779958785,274192.34198385,61043,61125,1,2036.7124250216884,2039.4483721221222,2036712,2039448,2736,2.7359471004338047,61043-61125,2036712-2039448,1-2036712-2039448,1,15,10,True
572,32.0,1,1,28232,28249,1-28232-28249,408,1-408,0.5699999996666065,1,2.1954024310107343,0,0,274204.30258363,1,1,1711146449.1118402,1711146449.6818402,-0.0948002338409423,-0.00978125,False,recog_task,32.0,1,408,1,2.1954024310107343,274204.30258363,28232,28249,0,941.9665675542209,942.5337760994328,941967,942534,567,0.5672085452118836,28232-28249,941967-942534,1-941967-942534,0,16,47,True
572,33.0,1,1,56433,56478,1-56433-56478,791,1-791,1.5,1,1.0320966280414725,0,0,274207.741144117,1,1,1711146452.5504007,1711146454.0504007,-0.0944206714630127,0.14153125,False,recog_task,33.0,1,791,1,1.0320966280414725,274207.741144117,56433,56478,0,1882.8988136436437,1884.400248028028,1882899,1884400,1501,1.5014343843843108,56433-56478,1882899-1884400,1-1882899-1884400,0,17,48,True
572,34.0,1,1,45579,45729,1-45579-45729,612,1-612,5.0,2,1.2386777619831264,0,1,274210.951058883,1,1,1711146455.7472444,1711146460.7472444,-0.081794261932373,-0.02284375,False,recog_task,34.0,1,612,2,1.2386777619831264,274210.951058883,45579,45729,1,1520.7528401301302,1525.7576214114115,1520753,1525758,5005,5.004781281281339,45579-45729,1520753-1525758,1-1520753-1525758,1,18,11,True
572,37.0,1,1,70410,70444,1-70410-70444,964,1-964,1.1299999999996544,1,1.0499430519994348,0,0,274229.430660919,1,1,1711146474.2399175,1711146475.3699176,-0.0951375961303711,-0.00253125,False,recog_task,37.0,1,964,1,1.0499430519994348,274229.430660919,70410,70444,0,2349.2443334334334,2350.3787505238574,2349244,2350379,1135,1.1344170904239945,70410-70444,2349244-2350379,1-2349244-2350379,0,19,49,True
572,38.0,1,1,46659,46809,1-46659-46809,634,1-634,5.0,2,1.1283757479977794,0,1,274235.648621479,1,1,1711146480.457878,1711146485.457878,-0.0955982208251953,-0.01346875,False,recog_task,38.0,1,634,2,1.1283757479977794,274235.648621479,46659,46809,1,1556.7872653553554,1561.7920466366365,1556787,1561792,5005,5.004781281281112,46659-46809,1556787-1561792,1-1556787-1561792,1,20,12,True
572,40.0,1,1,27249,27294,1-27249-27294,394,1-394,1.5,1,1.1893374979845248,0,0,274246.12095919,1,1,1711146490.9302158,1711146492.4302158,-0.0964658260345459,-0.02384375,False,recog_task,40.0,1,394,1,1.1893374979845248,274246.12095919,27249,27294,0,909.1685675575576,910.6700019419419,909169,910670,1501,1.5014343843843108,27249-27294,909169-910670,1-909169-910670,0,21,50,True
572,42.0,1,1,1215,1290,1-1215-1290,22,1-22,2.530000000000001,2,0.8336308479774743,0,1,274259.725423948,1,1,1711146504.5346804,1711146507.0646803,-0.0962202548980712,-0.0240625,False,recog_task,42.0,1,22,2,0.8336308479774743,274259.725423948,1215,1290,1,40.53872837837838,43.041119019019014,40539,43041,2502,2.502390640640634,1215-1290,40539-43041,1-40539-43041,1,22,13,True
572,43.0,1,1,70304,70342,1-70304-70342,962,1-962,1.2599999996664335,2,1.5925230109714903,0,1,274263.756431504,1,1,1711146508.565688,1711146509.825688,-0.097668170928955,-0.608375,False,recog_task,43.0,1,962,2,1.5925230109714903,274263.756431504,70304,70342,1,2345.7076213279947,2346.975499252586,2345708,2346975,1267,1.2678779245911755,70304-70342,2345708-2346975,1-2345708-2346975,1,23,14,True
572,44.0,1,1,66898,66940,1-66898-66940,922,1-922,1.4199999993329584,2,1.1586144309840165,0,1,274267.283309973,1,1,1711146512.0925665,1711146513.5125666,-0.0971465110778808,0.43628125,False,recog_task,44.0,1,922,2,1.1586144309840165,274267.283309973,66898,66940,1,2232.065721034368,2233.4670597931267,2232066,2233467,1401,1.4013387587588113,66898-66940,2232066-2233467,1-2232066-2233467,1,24,15,True
572,46.0,1,1,29695,29782,1-29695-29782,427,1-427,2.8999999993333176,2,1.308365278004203,0,1,274274.458771234,1,1,1711146519.2680278,1711146522.168028,-0.0975177288055419,-0.02025,False,recog_task,46.0,1,427,2,1.308365278004203,274274.458771234,29695,29782,1,990.7798676509843,993.6826407941276,990780,993683,2903,2.9027731431432358,29695-29782,990780-993683,1-990780-993683,1,25,16,True
572,47.0,1,1,11332,11396,1-11332-11396,210,1-210,2.129999999333336,2,1.1996132369968109,0,1,274279.336121012,1,1,1711146524.1453776,1711146526.2753778,-0.0977675914764404,-0.01565625,False,recog_task,47.0,1,210,2,1.1996132369968109,274279.336121012,11332,11396,1,378.09454319652986,380.2299165432099,378095,380230,2135,2.135373346680069,11332-11396,378095-380230,1-378095-380230,1,26,17,True
572,53.0,1,1,15672,15822,1-15672-15822,267,1-267,4.9799999999999045,2,0.936180869990494,0,1,274303.792121855,1,1,1711146548.6013784,1711146553.5813785,-0.0980985164642334,-0.02015625,False,recog_task,53.0,1,267,2,0.936180869990494,274303.792121855,15672,15822,1,522.8995482682683,527.9043295495495,522900,527904,5004,5.004781281281225,15672-15822,522900-527904,1-522900-527904,1,27,18,True
572,55.0,1,1,17581,17668,1-17581-17668,290,1-290,2.8999999993333176,1,1.0531227859901264,0,0,274313.823205055,1,1,1711146558.6324615,1711146561.5324616,-0.0994014739990234,-0.01690625,False,recog_task,55.0,1,290,1,1.0531227859901264,274313.823205055,17581,17668,0,586.5937313747081,589.4965045178511,586594,589497,2903,2.9027731431430084,17581-17668,586594-589497,1-586594-589497,0,28,51,True
572,60.0,1,1,2251,2275,1-2251-2275,42,1-42,0.7999999993333375,1,1.0351469430024736,0,0,274330.912800895,1,1,1711146575.707759,1711146576.5077589,-0.0858588218688964,-0.0240625,False,recog_task,60.0,1,42,1,1.0351469430024736,274330.912800895,2251,2275,0,75.1050844277611,75.9058494327661,75105,75906,801,0.8007650050050046,2251-2275,75105-75906,1-75105-75906,0,29,52,True
572,62.0,1,1,3066,3089,1-3066-3089,58,1-58,0.769999999999996,2,1.0744517399580218,0,1,274335.62735527,1,1,1711146580.4202883,1711146581.1902883,-0.0828883647918701,-0.02609375,False,recog_task,62.0,1,58,2,1.0744517399580218,274335.62735527,3066,3089,1,102.29772938938939,103.06512918585253,102298,103065,767,0.7673997964631383,3066-3089,102298-103065,1-102298-103065,1,30,19,True
572,63.0,1,1,62359,62425,1-62359-62425,867,1-867,2.189999999333395,2,0.6794743289938197,0,1,274338.147189827,1,1,1711146582.9564464,1711146585.1464465,-0.1003963947296142,-0.01253125,False,recog_task,63.0,1,867,2,0.6794743289938197,274338.147189827,62359,62425,1,2080.621039462796,2082.82314322656,2080621,2082823,2202,2.202103763764171,62359-62425,2080621-2082823,1-2080621-2082823,1,31,20,True
572,65.0,1,1,52139,52167,1-52139-52167,713,1-713,0.9399999996667248,1,1.197369372996036,0,0,274345.390067745,1,1,1711146590.1797843,1711146591.1197844,-0.0800442695617675,-0.0293125,False,recog_task,65.0,1,713,1,1.197369372996036,274345.390067745,52139,52167,0,1739.6286081648316,1740.562834004004,1739629,1740563,934,0.9342258391723135,52139-52167,1739629-1740563,1-1739629-1740563,0,32,53,True
572,70.0,1,1,31782,31801,1-31782-31801,451,1-451,0.6400000000001,1,1.3464325059903786,0,0,274362.988927545,1,1,1711146607.7981842,1711146608.4381845,-0.1002042293548584,0.46903125,False,recog_task,70.0,1,451,1,1.3464325059903786,274362.988927545,31782,31801,0,1060.413057877878,1061.0469968401735,1060413,1061047,634,0.6339389622955878,31782-31801,1060413-1061047,1-1060413-1061047,0,33,54,True
572,74.0,1,1,5279,5347,1-5279-5347,105,1-105,2.279999999666643,1,0.6232372890226543,0,0,274376.181771123,1,1,1711146620.9910276,1711146623.2710276,-0.1014876365661621,-0.0251875,False,recog_task,74.0,1,105,1,0.6232372890226543,274376.181771123,5279,5347,0,176.13493589255924,178.40377007340675,176135,178404,2269,2.268834180847506,5279-5347,176135-178404,1-176135-178404,0,34,55,True
572,75.0,1,1,14729,14781,1-14729-14781,257,1-257,1.7299999996666884,1,1.3865792120341212,0,0,274381.531829858,1,1,1711146626.3410864,1711146628.0710864,-0.1011464595794677,-0.03178125,False,recog_task,75.0,1,257,1,1.3865792120341212,274381.531829858,14729,14781,0,491.43615661328,493.1711474574575,491436,493171,1735,1.7349908441775028,14729-14781,491436-493171,1-491436-493171,0,35,56,True
572,76.0,1,1,26789,26844,1-26789-26844,387,1-387,1.8299999996665968,1,0.6413526569958776,0,0,274385.317223392,1,1,1711146630.12648,1711146631.9564798,-0.1016697883605957,-0.3030625,False,recog_task,76.0,1,387,1,0.6413526569958776,274385.317223392,26789,26844,0,893.8205716282949,895.6556580980981,893821,895656,1835,1.8350864698031728,26789-26844,893821-895656,1-893821-895656,0,36,57,True
572,78.0,1,1,4045,4130,1-4045-4130,79,1-79,2.8299999993333245,2,1.4145051569794305,0,1,274392.310725034,1,1,1711146637.1199815,1711146639.9499817,-0.1020815372467041,-0.0293125,False,recog_task,78.0,1,79,2,1.4145051569794305,274392.310725034,4045,4130,1,134.96226855188522,137.79831127794463,134962,137798,2836,2.836042726059418,4045-4130,134962-137798,1-134962-137798,1,37,21,True
572,80.0,1,1,52472,52513,1-52472-52513,720,1-720,1.35999999966657,1,1.118978596990928,0,0,274401.450979259,1,1,1711146646.2602358,1711146647.6202357,-0.1023657321929931,0.0540625,False,recog_task,80.0,1,720,1,1.118978596990928,274401.450979259,52472,52513,0,1750.739222609276,1752.107196159493,1750739,1752107,1368,1.3679735502169024,52472-52513,1750739-1752107,1-1750739-1752107,0,38,58,True
572,83.0,1,1,54846,54877,1-54846-54877,755,1-755,1.0599999999999454,2,1.784084538987372,0,1,274413.986969967,1,1,1711146658.7700062,1711146659.830006,-0.0771760940551757,-0.036,False,recog_task,83.0,1,755,2,1.784084538987372,274413.986969967,54846,54877,1,1829.9482276876877,1830.982549152486,1829948,1830983,1035,1.0343214647982677,54846-54877,1829948-1830983,1-1829948-1830983,1,39,22,True
572,85.0,1,1,8840,8926,1-8840-8926,167,1-167,2.8799999996666656,2,1.0940507969935425,0,1,274420.639656457,1,1,1711146665.448913,1711146668.3289132,-0.1029930114746093,-0.02753125,False,recog_task,85.0,1,167,2,1.0940507969935425,274420.639656457,8840,8926,1,294.94844351017684,297.8178514447781,294948,297818,2870,2.86940793460127,8840-8926,294948-297818,1-294948-297818,1,40,23,True
572,88.0,1,1,5403,5458,1-5403-5458,107,1-107,1.840000000000004,1,1.1034359559998848,0,0,274436.656052856,1,1,1711146681.4653094,1711146683.3053093,-0.103769302368164,-0.03621875,False,recog_task,88.0,1,107,1,1.1034359559998848,274436.656052856,5403,5458,0,180.27222175175177,182.10730822155492,180272,182107,1835,1.8350864698031444,5403-5458,180272-182107,1-180272-182107,0,41,59,True
572,90.0,1,1,6262,6290,1-6262-6290,125,1-125,0.9299999993333188,1,1.427940750028938,0,0,274443.069313608,1,1,1711146687.87857,1711146688.80857,-0.1041901111602783,-0.0333125,False,recog_task,90.0,1,125,1,1.427940750028938,274443.069313608,6262,6290,0,208.93293588922256,209.86716172839508,208933,209867,934,0.9342258391725125,6262-6290,208933-209867,1-208933-209867,0,42,60,True
572,91.0,1,1,45579,45628,1-45579-45628,612,1-612,1.639999999999873,2,0.8581388239981607,0,1,274446.10384216,1,1,1711146690.9130988,1711146692.553099,-0.1048989295959472,-0.03221875,False,recog_task,91.0,1,612,2,0.8581388239981607,274446.10384216,45579,45628,1,1520.7528401301302,1522.387735348682,1520753,1522388,1635,1.6348952185519465,45579-45628,1520753-1522388,1-1520753-1522388,1,43,24,True
572,93.0,1,1,5522,5609,1-5522-5609,109,1-109,2.909999999666667,2,0.7981199229834601,0,1,274451.760284096,1,1,1711146696.5695407,1711146699.4795408,-0.1036007404327392,-0.03896875,False,recog_task,93.0,1,109,2,0.7981199229834601,274451.760284096,5522,5609,1,184.2426815682349,187.14545471137805,184243,187145,2902,2.9027731431431505,5522-5609,184243-187145,1-184243-187145,1,44,25,True
572,94.0,1,1,12638,12788,1-12638-12788,230,1-230,5.0299999996667,2,0.862539382011164,0,1,274456.140528524,1,1,1711146700.949785,1711146705.979785,-0.1041550636291503,-0.0425625,False,recog_task,94.0,1,230,2,0.862539382011164,274456.140528524,12638,12788,1,421.6695055522189,426.67428683350016,421670,426674,5004,5.004781281281282,12638-12788,421670-426674,1-421670-426674,1,45,26,True
572,97.0,1,1,43600,43635,1-43600-43635,577,1-577,1.1699999993334131,1,2.077869525004644,0,0,274471.057351487,1,1,1711146715.8416395,1711146717.0116396,-0.0802695751190185,-0.03475,False,recog_task,97.0,1,577,1,2.077869525004644,274471.057351487,43600,43635,0,1454.723092425759,1455.8908747247247,1454723,1455891,1168,1.167782298965676,43600-43635,1454723-1455891,1-1454723-1455891,0,46,61,True
572,99.0,1,1,6085,6107,1-6085-6107,119,1-119,0.7299999993333302,1,1.2334539130097255,0,0,274478.471493298,1,1,1711146723.2807498,1711146724.0107498,-0.1047198772430419,-0.03775,False,recog_task,99.0,1,119,1,1.2334539130097255,274478.471493298,6085,6107,0,203.02729397731065,203.7613285652319,203027,203761,734,0.7340345879212578,6085-6107,203027-203761,1-203027-203761,0,47,62,True
572,100.0,1,1,60105,60147,1-60105-60147,833,1-833,1.3999999999998636,2,1.6143690359895118,0,1,274481.115933033,1,1,1711146725.9251895,1711146727.3251896,-0.1055095195770263,-0.01809375,False,recog_task,100.0,1,833,2,1.6143690359895118,274481.115933033,60105,60147,1,2005.4158594094094,2006.817198168168,2005416,2006817,1401,1.401338758758584,60105-60147,2005416-2006817,1-2005416-2006817,1,48,27,True
572,102.0,1,1,13530,13585,1-13530-13585,246,1-246,1.829999999999984,2,0.8856823709793389,0,1,274488.751981733,1,1,1711146733.5612383,1711146735.3912382,-0.1055283546447753,-0.02128125,False,recog_task,102.0,1,246,2,0.8856823709793389,274488.751981733,13530,13585,1,451.4312715715716,453.2663580413747,451431,453266,1835,1.835086469803116,13530-13585,451431-453266,1-451431-453266,1,49,28,True
572,104.0,1,1,48037,48120,1-48037-48120,650,1-650,2.769999999333322,1,1.677057838998735,0,0,274498.786181283,1,1,1711146743.5954378,1711146746.3654375,-0.1066377162933349,-0.01825,False,recog_task,104.0,1,650,1,1.677057838998735,274498.786181283,48037,48120,0,1602.7645227260593,1605.533835035035,1602765,1605534,2769,2.7693123089757137,48037-48120,1602765-1605534,1-1602765-1605534,0,50,63,True
572,106.0,1,1,29932,29957,1-29932-29957,429,1-429,0.8299999993332676,1,1.118554893997498,0,0,274506.49609588,1,1,1711146751.3160942,1711146752.146094,-0.1172342300415039,0.00096875,False,recog_task,106.0,1,429,1,1.118554893997498,274506.49609588,29932,29957,0,998.6874220754087,999.5215522889556,998687,999522,835,0.8341302135469277,29932-29957,998687-999522,1-998687-999522,0,51,64,True
572,109.0,1,1,43362,43420,1-43362-43420,574,1-574,1.9400000000000543,1,0.7444795339833945,0,0,274515.611394767,1,1,1711146760.4206512,1711146762.3606513,-0.1063311100006103,0.48534375,False,recog_task,109.0,1,574,1,0.7444795339833945,274515.611394767,43362,43420,0,1446.7821727927928,1448.7173548882215,1446782,1448717,1935,1.9351820954286723,43362-43420,1446782-1448717,1-1446782-1448717,0,52,65,True
572,112.0,1,1,1337,1426,1-1337-1426,24,1-24,2.969999999666669,1,1.2971743919770231,0,0,274526.427613952,1,1,1711146771.2368703,1711146774.2068706,-0.1067705154418945,-0.0328125,False,recog_task,112.0,1,24,1,1.2971743919770231,274526.427613952,1337,1426,0,44.60928382048716,47.57878738071405,44609,47579,2970,2.96950356022689,1337-1426,44609-47579,1-44609-47579,0,53,66,True
572,113.0,1,1,42376,42432,1-42376-42432,560,1-560,1.8699999993332312,1,0.8170930499909446,0,0,274531.371465843,1,1,1711146776.151209,1711146778.021209,-0.0777690410614013,-0.03928125,False,recog_task,113.0,1,560,1,0.8170930499909446,274531.371465843,42376,42432,0,1413.884077170504,1415.752528848849,1413884,1415753,1869,1.8684516783448544,42376-42432,1413884-1415753,1-1413884-1415753,0,54,67,True
572,117.0,1,1,11057,11104,1-11057-11104,205,1-205,1.5599999996666725,2,0.9850613360176794,0,1,274545.391702273,1,1,1711146790.2009587,1711146791.760959,-0.1076188087463378,-0.03809375,False,recog_task,117.0,1,205,2,0.9850613360176794,274545.391702273,11057,11104,1,368.91911084751416,370.48727564898235,368919,370487,1568,1.5681648014681855,11057-11104,368919-370487,1-368919-370487,1,55,29,True
572,118.0,1,1,2661,2711,1-2661-2711,51,1-51,1.6699999999999875,1,1.4814078210038133,0,0,274548.614488767,1,1,1711146793.4237454,1711146795.0937457,-0.1079053878784179,-0.0305625,False,recog_task,118.0,1,51,1,1.4814078210038133,274548.614488767,2661,2711,0,88.78481992992994,90.4530803570237,88785,90453,1668,1.668260427093756,2661-2711,88785-90453,1-88785-90453,0,56,68,True
572,120.0,1,1,4180,4214,1-4180-4214,83,1-83,1.1299999993333358,1,1.012415000994224,0,0,274559.757012725,1,1,1711146804.556167,1711146805.686167,-0.0985169410705566,-0.019875,False,recog_task,120.0,1,83,1,1.012415000994224,274559.757012725,4180,4214,0,139.46657170503838,140.60098879546214,139467,140601,1134,1.1344170904237671,4180-4214,139467-140601,1-139467-140601,0,57,69,True
572,121.0,1,1,1606,1666,1-1606-1666,28,1-28,1.9899999993333355,2,2.5187999199843034,0,1,274564.846561767,1,1,1711146809.6204462,1711146811.6104462,-0.0727961063385009,-0.04515625,False,recog_task,121.0,1,28,2,2.5187999199843034,274564.846561767,1606,1666,1,53.58452491825159,55.5864374307641,53585,55586,2001,2.0019125125125115,1606-1666,53585-55586,1-53585-55586,1,58,30,True
572,122.0,1,1,71634,71784,1-71634-71784,981,1-981,5.009999999999764,2,0.7902839970192872,0,1,274570.036630005,1,1,1711146814.8458865,1711146819.8558865,-0.1098365783691406,-0.026,False,recog_task,122.0,1,981,2,0.7902839970192872,274570.036630005,71634,71784,1,2390.0833486886886,2395.08812996997,2390083,2395088,5005,5.004781281281339,71634-71784,2390083-2395088,1-2390083-2395088,1,59,31,True
572,123.0,1,1,9923,10012,1-9923-10012,187,1-187,2.9699999996666406,1,0.9688725750311278,0,0,274576.508296102,1,1,1711146821.3175526,1711146824.2875526,-0.1083426475524902,-0.03840625,False,recog_task,123.0,1,187,1,0.9688725750311278,274576.508296102,9923,10012,0,331.08296436102773,334.0524679212546,331083,334052,2969,2.969503560226883,9923-10012,331083-334052,1-331083-334052,0,60,70,True
572,124.0,1,1,34673,34735,1-34673-34735,477,1-477,2.079999999666597,2,1.014838432020042,0,1,274581.119384573,1,1,1711146825.928641,1711146828.008641,-0.1092209815979003,-0.024125,False,recog_task,124.0,1,477,2,1.014838432020042,274581.119384573,34673,34735,1,1156.8718757724391,1158.9405187020352,1156872,1158941,2069,2.0686429295960806,34673-34735,1156872-1158941,1-1156872-1158941,1,61,32,True
572,125.0,1,1,72238,72273,1-72238-72273,990,1-990,1.1499999993329766,2,1.0609396300278604,0,1,274584.902468595,1,1,1711146829.7117252,1711146830.861725,-0.1099553108215332,0.25878125,False,recog_task,125.0,1,990,2,1.0609396300278604,274584.902468595,72238,72273,1,2410.2359346479816,2411.403716946947,2410236,2411404,1168,1.1677822989654487,72238-72273,2410236-2411404,1-2410236-2411404,1,62,33,True
572,127.0,1,1,1126,1159,1-1126-1159,19,1-19,1.0899999993333296,1,0.5350089889834635,0,0,274591.720480143,1,1,1711146836.5297368,1711146837.619737,-0.1104166507720947,-0.02009375,False,recog_task,127.0,1,19,1,0.5350089889834635,274591.720480143,1126,1159,0,37.56922481815149,38.67027670003337,37569,38670,1101,1.1010518818818795,1126-1159,37569-38670,1-37569-38670,0,63,71,True
572,128.0,1,1,2780,2802,1-2780-2802,54,1-54,0.7299999996666742,2,2.65717747603776,0,1,274594.037564896,1,1,1711146838.8468215,1711146839.5768216,-0.110431432723999,0.00934375,False,recog_task,128.0,1,54,2,2.65717747603776,274594.037564896,2780,2802,1,92.75527974641308,93.48931433433434,92755,93489,734,0.7340345879212578,2780-2802,92755-93489,1-92755-93489,1,64,34,True
572,130.0,1,1,56083,56147,1-56083-56147,783,1-783,2.129999999333222,1,0.991934702033177,0,0,274601.502716967,1,1,1711146846.3119736,1711146848.4419737,-0.1098735332489013,-0.46940625,False,recog_task,130.0,1,783,1,0.991934702033177,274601.502716967,56083,56147,0,1871.2209906539872,1873.3563640006673,1871221,1873356,2135,2.135373346680126,56083-56147,1871221-1873356,1-1871221-1873356,0,65,72,True
