Plot ID,Metric,N Total,Mean,SEM,Sig Positive,Sig Negative,Total Sig,Expected Sig (5%),Chi2 Stat,P-Value,Pre-Driven (>0),Post-Driven (<0),Exact Zero,Valid N (excluding 0),Expected (50/50)
P1_Post-Stim_T-Scores,Post-Stim T-Score,17,-0.8996196118798715,0.15693494791916598,0.0,1.0,1.0,0.8500000000000001,0.027863777089783225,0.867429482757228,,,,,
P2_Pre-Stim_T-Scores,Pre-Stim T-Score,17,-0.42091596465866665,0.2586122110181717,0.0,2.0,2.0,0.8500000000000001,1.6377708978328167,0.20063158436490547,,,,,
P3_Diff_SigOnly,T-Score Diff (Pre - Post),2,-0.5694134403449007,0.43462222491767716,,,,,2.0,0.15729920705028105,0.0,2.0,0.0,2.0,1.0
P4_Diff_All,T-Score Diff (Pre - Post),17,0.4787036472212048,0.2186703165467749,,,,,2.8823529411764706,0.08955507441364248,12.0,5.0,0.0,17.0,8.5
