Plot ID,Metric,N Total,Mean,SEM,Sig Positive,Sig Negative,Total Sig,Expected Sig (5%),Chi2 Stat,P-Value,Pre-Driven (>0),Post-Driven (<0),Exact Zero,Valid N (excluding 0),Expected (50/50)
P1_Post-Stim_T-Scores,Post-Stim T-Score,28,0.5665864829957662,0.254537425151187,5.0,1.0,6.0,1.4000000000000001,15.90977443609022,6.643473609796148e-05,,,,,
P2_Pre-Stim_T-Scores,Pre-Stim T-Score,28,0.26033929075297646,0.25772877490450025,4.0,1.0,5.0,1.4000000000000001,9.744360902255636,0.0017987365863089079,,,,,
P3_Diff_SigOnly,T-Score Diff (Pre - Post),11,-0.2515093663139702,0.7548486138700069,,,,,0.09090909090909091,0.763024600552995,5.0,6.0,0.0,11.0,5.5
P4_Diff_All,T-Score Diff (Pre - Post),28,-0.3062471922427898,0.3076060421877565,,,,,1.2857142857142858,0.2568392579578533,11.0,17.0,0.0,28.0,14.0
P5_Diff_Post_GTE_1,T-Score Diff (Pre - Post),7,-1.7383456013698706,0.543384590418802,,,,,7.0,0.008150971593502705,0.0,7.0,0.0,7.0,3.5
