Plot ID,Metric,N Total,Mean,SEM,Sig Positive,Sig Negative,Total Sig,Expected Sig (5%),Chi2 Stat,P-Value,Pre-Driven (>0),Post-Driven (<0),Exact Zero,Valid N (excluding 0),Expected (50/50)
P1_Post-Stim_T-Scores,Post-Stim T-Score,5,0.720700307300652,0.5107039511466869,1.0,0.0,1.0,0.25,2.3684210526315788,0.12381222382133264,,,,,
P2_Pre-Stim_T-Scores,Pre-Stim T-Score,5,1.2780512836178348,0.8407114383908395,1.0,0.0,1.0,0.25,2.3684210526315788,0.12381222382133264,,,,,
P3_Diff_SigOnly,T-Score Diff (Pre - Post),1,2.0453777811245253,,,,,,1.0,0.31731050786291115,1.0,0.0,0.0,1.0,0.5
P4_Diff_All,T-Score Diff (Pre - Post),5,0.5573509763171828,0.4519962766276511,,,,,1.8,0.17971249487899593,4.0,1.0,0.0,5.0,2.5
P5_Diff_Post_GTE_1,T-Score Diff (Pre - Post),2,1.3752805286686378,0.6700972524558875,,,,,2.0,0.15729920705028105,2.0,0.0,0.0,2.0,1.0
