Plot ID,Metric,N Total,Mean,SEM,Sig Positive,Sig Negative,Total Sig,Expected Sig (5%),Chi2 Stat,P-Value,Pre-Driven (>0),Post-Driven (<0),Exact Zero,Valid N (excluding 0),Expected (50/50)
P1_Post-Stim_T-Scores,Post-Stim T-Score,9,-0.9242890632725909,0.375470822138426,0.0,1.0,1.0,0.45,0.7076023391812865,0.40024092809564094,,,,,
P2_Pre-Stim_T-Scores,Pre-Stim T-Score,9,-0.3713001612237524,0.5434641014086209,1.0,3.0,4.0,0.45,29.479532163742686,5.651034782959673e-08,,,,,
P3_Diff_SigOnly,T-Score Diff (Pre - Post),4,0.5222314675535626,0.9445392707126209,,,,,1.0,0.31731050786291115,1.0,3.0,0.0,4.0,2.0
P4_Diff_All,T-Score Diff (Pre - Post),9,0.552988902048838,0.45616736945224606,,,,,0.1111111111111111,0.7388826803635273,4.0,5.0,0.0,9.0,4.5
P5_Diff_Post_GTE_1,T-Score Diff (Pre - Post),1,-0.4707667760532219,,,,,,1.0,0.31731050786291115,0.0,1.0,0.0,1.0,0.5
