pID,trial_num,movie_ID,target_movie,frame_on,frame_off,unq_frame_id,clip_ID,mov_clip_ID,clip_duration_sec,resp_answer,reaction_time_sec,timeout,correct,mat_trial_start_sec,ttl_movie_ID,effective_movie_ID,final_time_unix,clip_end_unix,ttl_minus_final_sec,local_shift_sec,exclude,experimentPhase,trialNumber,movieID,clipID,response,reactionTimePTB,trialStartTimePTB,frameOn,frameOff,Accurate,clipStartTime,clipEndTime,clipStartTimeMs,clipEndTimeMs,clipDurationMs,clipDurationSec,clipFrameRange,clipTimeRangeMs,clipWindowId,isAccurate,trialOrder,plotOrder,includeInPlots
582,131.0,1,1,5403,5458,1-5403-5458,107,1-107,1.829468749999989,2,1.911720514297485,0,1,1742782275.185656,1,1,1742757327.18947,1742757329.0189388,-0.0245499610900878,-0.02421875,False,recog_task,131.0,1,107,2,1.911720514297485,1742782275.185656,5403,5458,1,180.45515215215215,182.2921007674341,180455,182292,1837,1.8369486152819547,5403-5458,180455-182292,1-180455-182292,1,65,53,True
582,132.0,1,1,48037,48120,1-48037-48120,650,1-650,2.770468749333304,2,4.023923873901367,0,1,1742782279.464503,1,1,1742757331.5068743,1742757334.277343,-0.0629544258117675,0.0143125,False,recog_task,132.0,1,650,2,4.023923873901367,1742782279.464503,48037,48120,1,1604.3909205872537,1607.163043043043,1604391,1607163,2772,2.7721224557892583,48037-48120,1604391-1607163,1-1604391-1607163,1,66,54,True
582,135.0,1,1,47390,47450,1-47390-47450,643,1-643,1.9928749996668105,2,1.0480172634124756,0,1,1742782295.0522594,1,1,1742757347.0676184,1742757349.0604937,-0.035738468170166,-0.0126875,False,recog_task,135.0,1,643,2,1.0480172634124756,1742782295.0522594,47390,47450,1,1582.7817250583917,1584.7856690023357,1582782,1584786,2004,2.003943943944023,47390-47450,1582782-1584786,1-1582782-1584786,1,67,55,True
582,137.0,1,1,6262,6290,1-6262-6290,125,1-125,0.930593749333326,1,1.9762697219848635,0,0,1742782301.19744,1,1,1742757353.2053351,1742757354.1359289,-0.028325080871582,-0.02015625,False,recog_task,137.0,1,125,1,1.9762697219848635,1742782301.19744,6262,6290,0,209.14494961628293,210.08012345679012,209145,210080,935,0.9351738405071899,6262-6290,209145-210080,1-209145-210080,0,68,72,True
582,139.0,1,1,43362,43420,1-43362-43420,574,1-574,1.930125000000089,1,1.284407615661621,0,0,1742782307.4298952,1,1,1742757359.4454572,1742757361.3755822,-0.0360772609710693,-0.0125,False,recog_task,139.0,1,574,1,1.284407615661621,1742782307.4298952,43362,43420,0,1448.2502882882882,1450.1874341007674,1448250,1450187,1937,1.9371458124792298,43362-43420,1448250-1450187,1-1448250-1450187,0,69,73,True
582,140.0,1,1,41110,41170,1-41110-41170,548,1-548,1.995468749333213,1,1.306931972503662,0,0,1742782311.2003582,1,1,1742757363.2131748,1742757365.2086437,-0.0330448150634765,-0.01521875,False,recog_task,140.0,1,548,1,1.306931972503662,1742782311.2003582,41110,41170,0,1373.0355922589256,1375.0395362028694,1373036,1375040,2004,2.0039439439437956,41110-41170,1373036-1375040,1-1373036-1375040,0,70,74,True
582,142.0,1,1,8840,8926,1-8840-8926,167,1-167,2.87893749966662,1,3.7658169269561768,0,0,1742782318.6886735,1,1,1742757370.6908906,1742757373.569828,-0.0225505828857421,-0.02584375,False,recog_task,142.0,1,167,1,3.7658169269561768,1742782318.6886735,8840,8926,0,295.24774107440777,298.12006072739405,295248,298120,2872,2.8723196529862776,8840-8926,295248-298120,1-295248-298120,0,71,75,True
582,144.0,1,1,6292,6358,1-6292-6358,126,1-126,2.1955937493333124,2,0.9976027011871338,0,1,1742782330.9533226,1,1,1742757382.9746356,1742757385.1702294,-0.0415456295013427,-0.00671875,False,recog_task,144.0,1,126,2,0.9976027011871338,1742782330.9533226,6292,6358,1,210.1469215882549,212.35125992659326,210147,212351,2204,2.2043383383383457,6292-6358,210147-212351,1-210147-212351,1,72,56,True
582,145.0,1,1,61477,61505,1-61477-61505,852,1-852,0.9309999993333804,2,1.7927327156066897,0,1,1742782334.70343,1,1,1742757386.7147586,1742757387.6457586,-0.0316386222839355,-0.01671875,False,recog_task,145.0,1,852,2,1.7927327156066897,1742782334.70343,61477,61505,1,2053.2743640306976,2054.2095378712047,2053274,2054210,936,0.9351738405071046,61477-61505,2053274-2054210,1-2053274-2054210,1,73,57,True
582,146.0,1,1,43600,43635,1-43600-43635,577,1-577,1.1644374993334168,2,1.550180196762085,0,1,1742782337.9770572,1,1,1742757389.994914,1742757391.1593516,-0.0382640361785888,-0.0101875,False,recog_task,146.0,1,577,2,1.550180196762085,1742782337.9770572,43600,43635,1,1456.199265932599,1457.368233233233,1456199,1457368,1169,1.1689673006339945,43600-43635,1456199-1457368,1-1456199-1457368,1,74,58,True
582,147.0,1,1,25229,25288,1-25229-25288,368,1-368,1.95474999966666,2,0.745107889175415,0,1,1742782341.2659276,1,1,1742757393.285038,1742757395.239788,-0.0393579006195068,-0.0089375,False,recog_task,147.0,1,368,2,0.745107889175415,1742782341.2659276,25229,25288,1,842.625029362696,844.5955742409076,842625,844596,1971,1.9705448782116264,25229-25288,842625-844596,1-842625-844596,1,75,59,True
