experimentPhase,trialNumber,startTag,cueEndTag,endTag,startTimeUnixSec,cueEndTimeUnixSec,endTimeUnixSec,startTimeMat,cueEndTimeMat,endTimeMat,trialNumberMat,movieID,clipID,response,trialStartTimePTB,trialEndTimePTB,reactionTimePTB,frameOn,frameOff,clipStartTime,clipEndTime,clipStartTimeMs,clipEndTimeMs,clipDurationMs,clipDurationSec,clipFrameRange,clipTimeRangeMs,clipWindowId,isAccurate,trialOrder,plotOrder,includeInPlots
recog_task,1,Trial start,,Trial end,1706311553.22052,,1706311558.55024,491.391933905,,496.721973221,1.0,1.0,560.0,2.0,5697112.16760275,5697117.49719681,3.28275973629206,42376.0,42432.0,1413.88266328643,1415.76207927211,1413883,1415762,1879,1.879415985679998,42376-42432,1413883-1415762,1.0-1413883-1415762,1,1,1,True
recog_task,2,Trial start,,Trial end,1706311558.59173,,1706311562.64117,496.763500109,,500.812762181,2.0,1.0,210.0,2.0,5697117.53876369,5697121.5876747,1.85706588998437,11332.0,11396.0,378.094165101987,380.22406989032004,378094,380224,2130,2.1299047883330218,11332-11396,378094-380224,1.0-378094-380224,1,2,2,True
recog_task,17,Trial start,,Trial end,1706311611.30453,,1706311613.83553,549.478254761,,552.009407822,17.0,1.0,83.0,2.0,5697170.25286699,5697172.78390361,1.33614919427782,4180.0,4214.0,139.466432238467,140.60638127980002,139466,140606,1140,1.1399490413330113,4180-4214,139466-140606,1.0-139466-140606,1,3,3,True
recog_task,18,Trial start,,Trial end,1706311613.87893,,1706311618.58537,552.052781668,,556.759405382,18.0,1.0,427.0,2.0,5697172.82725791,5697177.53402462,1.75406938698143,29695.0,29782.0,990.7788768711171,993.67874724045,990779,993679,2900,2.899870369332916,29695-29782,990779-993679,1.0-990779-993679,1,4,4,True
recog_task,19,Trial start,,Trial end,1706311618.62805,,1706311624.40315,556.802102819,,562.577447198,19.0,1.0,167.0,2.0,5697177.576512,5697183.35185422,2.85319580882788,8840.0,8926.0,294.94814856173303,297.81802027239996,294948,297818,2870,2.869871710666928,8840-8926,294948-297818,1.0-294948-297818,1,5,5,True
recog_task,23,Trial start,,Trial end,1706311637.60623,,1706311642.03845,575.780966323,,580.21345315,23.0,1.0,290.0,2.0,5697196.55551249,5697200.98775067,1.48627598863095,17581.0,17668.0,586.593144780977,589.48301559731,586593,589483,2890,2.889870816332973,17581-17668,586593-589483,1.0-586593-589483,1,6,6,True
recog_task,25,Trial start,,Trial end,1706311646.45864,,1706311650.79023,584.633776401,,588.965539609,25.0,1.0,600.0,2.0,5697205.40795073,5697209.73989451,1.80261542461812,44969.0,45043.0,1500.39856251952,1502.85845255719,1500399,1502858,2459,2.459890037669993,44969-45043,1500399-1502858,1.0-1500399-1502858,1,7,7,True
recog_task,26,Trial start,,Trial end,1706311650.83388,,1706311656.70985,589.00916071,,594.885443117,26.0,1.0,22.0,2.0,5697209.78372146,5697215.65989943,3.30622439458966,1215.0,1290.0,40.53868783965,43.04857564265,40539,43049,2510,2.509887802999998,1215-1290,40539-43049,1.0-40539-43049,1,8,8,True
recog_task,27,Trial start,,Trial end,1706311656.75257,,1706311660.42379,594.928083016,,598.599504137,27.0,1.0,477.0,2.0,5697215.70256155,5697219.3738648,1.53551288787276,34673.0,34735.0,1156.87071890056,1158.96062547723,1156871,1158961,2090,2.089906576670046,34673-34735,1156871-1158961,1.0-1156871-1158961,1,9,9,True
recog_task,28,Trial start,,Trial end,1706311660.46576,,1706311664.52363,598.641489269,,602.69948183,28.0,1.0,126.0,2.0,5697219.41583289,5697223.47385845,1.78517612721771,6292.0,6358.0,209.93368221158698,212.14358342392003,209934,212144,2210,2.209901212333051,6292-6358,209934-212144,1.0-209934-212144,1,10,10,True
recog_task,31,Trial start,,Trial end,1706311672.43503,,1706311675.81113,610.611091783,,613.98744956,31.0,1.0,257.0,2.0,5697231.38559942,5697234.76215561,1.58758491650224,14729.0,14781.0,491.435665177123,493.17558739879,491436,493176,1740,1.7399222216670296,14729-14781,491436-493176,1.0-491436-493176,1,11,11,True
recog_task,33,Trial start,,Trial end,1706311679.73019,,1706311683.495,617.906586759,,621.671581852,33.0,1.0,852.0,1.0,5697238.68097862,5697242.4459675,2.77165371645242,61477.0,61505.0,2051.19087433594,2052.1308323172702,2051191,2052131,940,0.9399579813302807,61477-61505,2051191-2052131,1.0-2051191-2052131,0,12,65,True
recog_task,34,Trial start,,Trial end,1706311683.53837,,1706311687.13868,621.714898917,,625.315421961,34.0,1.0,246.0,1.0,5697242.48930709,5697246.0899309,1.68022613599896,13530.0,13585.0,451.4308201403,453.29073699829996,451431,453291,1860,1.8599168579999628,13530-13585,451431-453291,1.0-451431-453291,0,13,66,True
recog_task,35,Trial start,,Trial end,1706311687.1825,,1706311689.66268,625.359157674,,627.839478303,35.0,1.0,429.0,2.0,5697246.13366911,5697248.61398735,1.58703954797238,29932.0,29957.0,998.6864233879869,999.51638628632,998686,999516,830,0.8299628983330649,29932-29957,998686-999516,1.0-998686-999516,1,14,12,True
recog_task,36,Trial start,,Trial end,1706311689.70643,,1706311691.89446,627.88323181,,630.071407796,36.0,1.0,19.0,2.0,5697248.65780433,5697250.84585471,1.01900414284319,1126.0,1159.0,37.5691872489267,38.66913807826003,37569,38669,1100,1.0999508293333307,1126-1159,37569-38669,1.0-37569-38669,1,15,13,True
