experimentPhase,trialNumber,startTag,cueEndTag,endTag,startTimeUnixSec,cueEndTimeUnixSec,endTimeUnixSec,startTimeMat,cueEndTimeMat,endTimeMat,trialNumberMat,movieID,clipID,response,trialStartTimePTB,trialEndTimePTB,reactionTimePTB,frameOn,frameOff,clipStartTime,clipEndTime,clipStartTimeMs,clipEndTimeMs,clipDurationMs,clipDurationSec,clipFrameRange,clipTimeRangeMs,clipWindowId,isAccurate,trialOrder,plotOrder,includeInPlots
recog_task,1,Trial start,,Trial end,1692751090.55579,,1692751102.27647,362.848764331,,374.569995107,1.0,1.0,560.0,2.0,1428247.01382843,1428258.73464551,9.69611078407615,42376.0,42432.0,1413.8828046810168,1415.6222270986466,1413883,1415622,1739,1.7394224176298394,42376-42432,1413883-1415622,1.0-1413883-1415622,1,1,1,True
recog_task,2,Trial start,,Trial end,1692751102.31735,,1692751109.97387,374.610804621,,382.267723469,2.0,1.0,210.0,2.0,1428258.77566411,1428266.43174604,5.45509308902547,11332.0,11396.0,378.0942029130937,380.2241079144267,378094,380224,2130,2.129905001333043,11332-11396,378094-380224,1.0-378094-380224,1,2,2,True
recog_task,6,Trial start,,Trial end,1692751122.25703,,1692751127.26505,394.551290743,,399.559588415,6.0,1.0,83.0,2.0,1428278.71523154,1428283.7233918,3.81570870988071,4180.0,4214.0,139.46644618573367,140.5963957870667,139466,140596,1130,1.1299496013330383,4180-4214,139466-140596,1.0-139466-140596,1,3,3,True
recog_task,9,Trial start,,Trial end,1692751133.00727,,1692751137.4723,405.301977575,,409.767227688,9.0,1.0,427.0,2.0,1428289.46585216,1428293.93121572,1.50614782096818,29695.0,29782.0,990.7789759534337,993.6788466127667,990779,993679,2900,2.8998706593330326,29695-29782,990779-993679,1.0-990779-993679,1,4,4,True
recog_task,10,Trial start,,Trial end,1692751137.51555,,1692751141.1702,409.810417284,,413.465302143,10.0,1.0,167.0,2.0,1428293.97425037,1428297.62918836,0.735919737024233,8840.0,8926.0,294.94817805786636,297.8180500555333,294948,297818,2870,2.869871997666962,8840-8926,294948-297818,1.0-294948-297818,1,5,5,True
recog_task,11,Trial start,,Trial end,1692751141.21342,,1692751144.84005,413.508408516,,417.135267923,11.0,1.0,290.0,2.0,1428297.6723119,1428301.29906638,0.67188330180943,17581.0,17668.0,586.5932034429137,589.4930741022467,586593,589493,2900,2.8998706593330326,17581-17668,586593-589493,1.0-586593-589493,1,6,6,True
recog_task,13,Trial start,,Trial end,1692751148.22783,,1692751152.02773,420.523130275,,424.323262441,13.0,1.0,600.0,2.0,1428304.68697371,1428308.48704103,1.27558715618216,44969.0,45043.0,1500.3987125660835,1502.8586028497534,1500399,1502859,2460,2.4598902836698926,44969-45043,1500399-1502859,1.0-1500399-1502859,1,7,7,True
recog_task,15,Trial start,,Trial end,1692751156.12492,,1692751160.70945,428.420485521,,433.00531367,15.0,1.0,22.0,2.0,1428312.58441545,1428317.16904529,2.02393443114124,1215.0,1290.0,40.538691893700005,43.0485799477,40539,43049,2510,2.509888053999994,1215-1290,40539-43049,1.0-40539-43049,1,8,8,True
recog_task,16,Trial start,,Trial end,1692751160.75251,,1692751163.65523,433.04830423,,435.951247484,16.0,1.0,477.0,2.0,1428317.21212009,1428320.11501864,0.785485399188474,34673.0,34735.0,1156.8708345928035,1158.9407422704735,1156871,1158941,2070,2.0699076776700167,34673-34735,1156871-1158941,1.0-1156871-1158941,1,9,9,True
recog_task,17,Trial start,,Trial end,1692751163.69813,,1692751166.73532,435.994066889,,439.031317095,17.0,1.0,126.0,2.0,1428320.15793666,1428323.19502271,0.781422252068296,6292.0,6358.0,209.93370320589366,212.13360508522672,209934,212134,2200,2.199901879333055,6292-6358,209934-212134,1.0-209934-212134,1,10,10,True
recog_task,19,Trial start,,Trial end,1692751170.43669,,1692751174.65085,442.732842561,,446.947215666,19.0,1.0,257.0,2.0,1428326.89675787,1428331.11119348,2.43027601088397,14729.0,14781.0,491.4357143228863,493.1656371645534,491436,493166,1730,1.7299228416670758,14729-14781,491436-493166,1.0-491436-493166,1,11,11,True
recog_task,20,Trial start,,Trial end,1692751174.6945,,1692751176.82875,446.990801441,,449.125232158,20.0,1.0,852.0,2.0,1428331.15469715,1428333.28899706,1.14068221417256,61477.0,61505.0,2051.1910794641967,2052.1210379855265,2051191,2052121,930,0.9299585213298087,61477-61505,2051191-2052121,1.0-2051191-2052121,1,12,12,True
