experimentPhase,trialNumber,startTag,cueEndTag,endTag,startTimeUnixSec,cueEndTimeUnixSec,endTimeUnixSec,startTimeMat,cueEndTimeMat,endTimeMat,trialNumberMat,movieID,clipID,response,trialStartTimePTB,trialEndTimePTB,reactionTimePTB,frameOn,frameOff,clipStartTime,clipEndTime,clipStartTimeMs,clipEndTimeMs,clipDurationMs,clipDurationSec,clipFrameRange,clipTimeRangeMs,clipWindowId,isAccurate,trialOrder,plotOrder,includeInPlots
recog_task,1,Trial start-0-1-818,Clip end,Response-2,1742756617.00905,1742756620.05474,1742756626.03605,46.939534,49.986041,55.967334,1.0,1.0,818.0,2.0,1742781565.03102,1742781574.05479,5.92925643920898,58578.0,58668.0,1956.4504724724725,1959.4563883883884,1956450,1959456,3006,3.0059159159159208,58578-58668,1956450-1959456,1.0-1956450-1959456,1,1,1,True
recog_task,3,Trial start-0-1-387,Clip end,Response-2,1742756632.84386,1742756634.73176,1742756638.19501,62.775868,64.663228,68.12672,3.0,1.0,387.0,2.0,1742781580.86603,1742781586.21412,3.45555734634399,26789.0,26844.0,894.7275719052385,896.5645205205204,894728,896565,1837,1.8369486152819263,26789-26844,894728-896565,1.0-894728-896565,1,2,2,True
recog_task,7,Trial start-0-1-733,Clip end,Response-1,1742756668.56684,1742756669.39681,1742756678.93859,98.498664,99.328541,108.870302,7.0,1.0,733.0,1.0,1742781616.58832,1742781626.95796,9.53923344612122,53217.0,53241.0,1777.398081081081,1778.1996586586586,1777398,1778200,802,0.8015775775775182,53217-53241,1777398-1778200,1.0-1777398-1778200,0,3,60,True
recog_task,8,Trial start-0-1-535,Clip end,Response-2,1742756679.44403,1742756682.49615,1742756684.09427,109.375649,112.427793,114.026065,8.0,1.0,535.0,2.0,1742781627.46576,1742781632.11377,1.59540200233459,39475.0,39565.0,1318.4281197864532,1321.434035702369,1318428,1321434,3006,3.0059159159159208,39475-39565,1318428-1321434,1.0-1318428-1321434,1,4,3,True
recog_task,9,Trial start-0-1-326,Clip end,Response-2,1742756684.59959,1742756686.27268,1742756689.8263,114.531169,116.204368,119.757954,9.0,1.0,326.0,2.0,1742781632.62157,1742781637.8456,3.55041456222534,20854.0,20903.0,696.5041167834502,698.1406710043376,696504,698141,1637,1.636554220887433,20854-20903,696504-698141,1.0-696504-698141,1,5,4,True
recog_task,10,Trial start-0-1-995,Clip end,Response-2,1742756690.33187,1742756693.3759,1742756695.69043,120.263586,123.307358,125.621996,10.0,1.0,995.0,2.0,1742781638.35357,1742781643.70965,2.31169152259827,72485.0,72575.0,2420.931279612946,2423.937195528862,2420931,2423937,3006,3.0059159159159208,72485-72575,2420931-2423937,1.0-2420931-2423937,1,6,5,True
recog_task,12,Trial start-0-1-477,Clip end,Response-2,1742756699.59614,1742756701.69749,1742756703.61855,129.527738,131.62878,133.550141,12.0,1.0,477.0,2.0,1742781647.61785,1742781651.6378,1.91807317733765,34673.0,34735.0,1158.045806139473,1160.1165482148815,1158046,1160117,2071,2.070742075408589,34673-34735,1158046-1160117,1.0-1158046-1160117,1,7,6,True
recog_task,14,Trial start-0-1-330,Clip end,Response-2,1742756709.46808,1742756711.53114,1742756713.58626,139.399795,141.462741,143.517883,14.0,1.0,330.0,2.0,1742781657.48972,1742781661.60555,2.05249714851379,21247.0,21308.0,709.6299496162829,711.6672926259592,709630,711667,2037,2.037343009676306,21247-21308,709630-711667,1.0-709630-711667,1,8,7,True
recog_task,15,Trial start-0-1-964,Clip end,Response-2,1742756714.09267,1742756715.26351,1742756717.46635,144.024071,145.195129,147.397987,15.0,1.0,964.0,2.0,1742781662.11426,1742781665.48565,2.20006346702576,70410.0,70444.0,2351.628218218218,2352.76378645312,2351628,2352764,1136,1.1355682349017115,70410-70444,2351628-2352764,1.0-2351628-2352764,1,9,8,True
recog_task,18,Trial start-0-1-758,Clip end,Response-2,1742756733.20472,1742756734.93375,1742756737.21428,163.136187,164.865343,167.145792,18.0,1.0,758.0,2.0,1742781681.22634,1742781685.23345,2.27759170532227,54964.0,55015.0,1835.746248915582,1837.4496012679347,1835746,1837450,1704,1.7033523523525673,54964-55015,1835746-1837450,1.0-1835746-1837450,1,10,9,True
recog_task,22,Trial start-0-1-723,Clip end,Response-2,1742756750.50497,1742756752.23531,1742756753.93443,180.436659,182.16684,183.865973,22.0,1.0,723.0,2.0,1742781698.52648,1742781701.95364,1.69640326499939,52613.0,52664.0,1757.225045378712,1758.9283977310643,1757225,1758928,1703,1.70335235235234,52613-52664,1757225-1758928,1.0-1757225-1758928,1,11,10,True
recog_task,24,Trial start-0-1-264,Clip end,Response-2,1742756759.10412,1742756760.53412,1742756763.42602,189.035621,190.465485,193.357719,24.0,1.0,264.0,2.0,1742781707.12548,1742781711.44543,2.88938760757446,15549.0,15591.0,519.322073073073,520.7248338338337,519322,520725,1403,1.402760760760657,15549-15591,519322-520725,1.0-519322-520725,1,12,11,True
recog_task,29,Trial start-0-1-872,Clip end,Response-2,1742756783.83664,1742756784.96052,1742756787.78201,213.768138,214.891973,217.713508,29.0,1.0,872.0,2.0,1742781731.85827,1742781735.80118,2.8187358379364,62641.0,62674.0,2092.1508765432095,2093.253045712379,2092151,2093253,1102,1.1021691691694286,62641-62674,2092151-2093253,1.0-2092151-2093253,1,13,12,True
recog_task,31,Trial start-0-1-427,Clip end,Response-2,1742756793.38529,1742756796.33017,1742756798.20635,223.316884,226.261682,228.137706,31.0,1.0,427.0,2.0,1742781741.40701,1742781746.22535,1.87308311462402,29695.0,29782.0,991.7852569235902,994.690975642309,991785,994691,2906,2.9057187187188447,29695-29782,991785-994691,1.0-991785-994691,1,14,13,True
recog_task,33,Trial start-0-1-105,Clip end,Response-2,1742756801.7242,1742756804.0527,1742756805.70188,231.655795,233.984192,235.633443,33.0,1.0,105.0,2.0,1742781749.74549,1742781753.72115,1.64643883705139,5279.0,5347.0,176.31366800133466,178.58480447113777,176314,178585,2271,2.2711364698031105,5279-5347,176314-178585,1.0-176314-178585,1,15,14,True
recog_task,34,Trial start-0-1-755,Clip end,Response-1,1742756806.20807,1742756807.29666,1742756812.96604,236.1395,237.228082,242.897387,34.0,1.0,755.0,1.0,1742781754.22976,1742781760.98503,5.6661696434021,54846.0,54877.0,1831.805159159159,1832.8405301968635,1831805,1832841,1036,1.035371037704408,54846-54877,1831805-1832841,1.0-1831805-1832841,0,16,61,True
recog_task,35,Trial start-0-1-458,Clip end,Response-2,1742756813.47204,1742756815.50916,1742756817.038,243.403598,245.440588,246.969461,35.0,1.0,458.0,2.0,1742781761.49319,1742781765.05713,1.52608489990234,32389.0,32449.0,1081.7623400066734,1083.7662839506172,1081762,1083766,2004,2.0039439439437956,32389-32449,1081762-1083766,1.0-1081762-1083766,1,17,15,True
recog_task,36,Trial start-0-1-709,Clip end,Response-2,1742756817.54475,1742756820.60866,1742756823.462,247.476095,250.540048,253.393458,36.0,1.0,709.0,2.0,1742781765.56635,1742781771.48112,2.85065245628357,51885.0,51975.0,1732.9105255255254,1735.9164414414413,1732911,1735916,3005,3.0059159159159208,51885-51975,1732911-1735916,1.0-1732911-1735916,1,18,16,True
recog_task,37,Trial start-0-1-173,Clip end,Response-2,1742756823.96891,1742756826.41031,1742756828.22206,253.900354,256.341788,258.153408,37.0,1.0,173.0,2.0,1742781771.99047,1742781776.24105,1.80867600440979,9228.0,9300.0,308.20657857857856,310.61131131131134,308207,310611,2404,2.404732732732782,9228-9300,308207-310611,1.0-308207-310611,1,19,17,True
recog_task,39,Trial start-0-1-627,Clip end,Response-2,1742756849.71377,1742756850.92277,1742756851.84577,279.645107,280.85414,281.777296,39.0,1.0,627.0,2.0,1742781797.73488,1742781799.865,0.919790744781494,46334.0,46369.0,1547.5123116449781,1548.6812789456121,1547512,1548681,1169,1.1689673006339945,46334-46369,1547512-1548681,1.0-1547512-1548681,1,20,18,True
recog_task,41,Trial start-0-1-898,Clip end,Response-2,1742756866.72776,1742756868.77864,1742756870.86204,296.659303,298.709947,300.793355,41.0,1.0,898.0,2.0,1742781814.74889,1742781818.88099,2.08013105392456,64904.0,64964.0,2167.732962295629,2169.736906239573,2167733,2169737,2004,2.0039439439437956,64904-64964,2167733-2169737,1.0-2167733-2169737,1,21,19,True
recog_task,42,Trial start-0-1-857,Clip end,Response-2,1742756871.36823,1742756873.49398,1742756875.5697,301.299649,303.425231,305.501154,42.0,1.0,857.0,2.0,1742781819.38925,1742781823.58886,2.07310461997986,61669.0,61731.0,2059.686984651318,2061.7577267267266,2059687,2061758,2071,2.0707420754083614,61669-61731,2059687-2061758,1.0-2059687-2061758,1,22,20,True
recog_task,43,Trial start-0-1-210,Clip end,Response-2,1742756876.09542,1742756878.27229,1742756880.14198,306.007411,308.203269,310.073194,43.0,1.0,210.0,2.0,1742781824.11648,1742781828.16084,1.86660814285278,11332.0,11396.0,378.47821287954616,380.6157530864198,378478,380616,2138,2.1375402068736093,11332-11396,378478-380616,1.0-378478-380616,1,23,21,True
recog_task,44,Trial start-0-1-257,Clip end,Response-2,1742756880.64723,1742756882.4106,1742756883.53791,310.578755,312.341879,313.469198,44.0,1.0,257.0,2.0,1742781828.66837,1742781831.55685,1.1247386932373,14729.0,14781.0,491.9348391725058,493.6715905905906,491935,493672,1737,1.7367514180847934,14729-14781,491935-493672,1.0-491935-493672,1,24,22,True
recog_task,46,Trial start-0-1-58,Clip end,Response-2,1742756889.92763,1742756890.73091,1742756893.78607,319.859083,320.662137,323.717175,46.0,1.0,58.0,2.0,1742781837.949,1742781841.80481,3.05200052261353,3066.0,3089.0,102.40153553553553,103.16971404738071,102402,103170,768,0.7681785118451785,3066-3089,102402-103170,1.0-102402-103170,1,25,23,True
recog_task,47,Trial start-0-1-287,Clip end,Response-1,1742756894.29222,1742756895.3595,1742756896.34988,324.223505,325.290812,326.281141,47.0,1.0,287.0,1.0,1742781842.31337,1742781844.3688,0.987577438354492,17417.0,17448.0,581.7115278611946,582.746898898899,581712,582747,1035,1.035371037704408,17417-17448,581712-582747,1.0-581712-582747,0,26,62,True
recog_task,49,Trial start-0-1-560,Clip end,Response-2,1742756901.76353,1742756903.65803,1742756904.65409,331.694933,333.58904,334.585358,49.0,1.0,560.0,2.0,1742781849.7848,1742781852.67301,0.993178844451904,42376.0,42432.0,1415.3188094761429,1417.189157157157,1415319,1417189,1870,1.8703476810142092,42376-42432,1415319-1417189,1.0-1415319-1417189,1,27,24,True
recog_task,51,Trial start-0-1-799,Clip end,Response-2,1742756912.72393,1742756915.00803,1742756916.44199,342.655201,344.939175,346.37321,51.0,1.0,799.0,2.0,1742781860.74489,1742781864.46086,1.43117952346802,56821.0,56888.0,1897.7683139806472,1900.006051384718,1897768,1900006,2238,2.2377374040706854,56821-56888,1897768-1900006,1.0-1897768-1900006,1,28,25,True
recog_task,56,Trial start-0-1-133,Clip end,Response-2,1742756934.41546,1742756936.85292,1742756937.7337,364.346777,366.784125,367.664887,56.0,1.0,133.0,2.0,1742781882.43658,1742781885.75255,0.877924680709839,6862.0,6934.0,229.18438905572236,231.5891217884551,229184,231589,2405,2.4047327327327253,6862-6934,229184-231589,1.0-229184-231589,1,29,26,True
recog_task,58,Trial start-0-1-429,Clip end,Response-2,1742756942.78523,1742756943.65883,1742756945.39386,372.716463,373.589979,375.324987,58.0,1.0,429.0,2.0,1742781890.80633,1742781893.41265,1.73210072517395,29932.0,29957.0,999.7008355021687,1000.5358121454788,999701,1000536,835,0.8349766433100285,29932-29957,999701-1000536,1.0-999701-1000536,1,30,27,True
recog_task,62,Trial start-0-1-246,Clip end,Response-2,1742756964.13619,1742756966.01629,1742756967.60175,394.067431,395.947364,397.532864,62.0,1.0,246.0,2.0,1742781912.15743,1742781915.62052,1.5826473236084,13530.0,13585.0,451.88935935935933,453.72630797464126,451889,453726,1837,1.8369486152819263,13530-13585,451889-453726,1.0-451889-453726,1,31,28,True
recog_task,63,Trial start-0-1-205,Clip end,Response-2,1742756968.10885,1742756969.72838,1742756970.78163,398.039944,399.659198,400.712801,63.0,1.0,205.0,2.0,1742781916.1305,1742781918.80047,1.05027747154236,11057.0,11104.0,369.2934698031365,370.8632258925592,369293,370863,1570,1.5697560894227536,11057-11104,369293-370863,1.0-369293-370863,1,32,29,True
recog_task,64,Trial start-0-1-28,Clip end,Response-2,1742756971.28766,1742756973.3545,1742756979.33791,401.218936,403.285585,409.268955,64.0,1.0,28.0,2.0,1742781919.30872,1742781927.35661,5.98072600364685,1606.0,1666.0,53.6388995662329,55.642843510176846,53639,55643,2004,2.003943943943945,1606-1666,53639-55643,1.0-53639-55643,1,33,30,True
recog_task,65,Trial start-0-1-954,Clip end,Response-1,1742756979.84381,1742756981.24847,1742756986.28175,409.775057,411.17955,416.212863,65.0,1.0,954.0,1.0,1742781927.86482,1742781934.30052,5.03056573867798,69724.0,69765.0,2328.7164591257924,2330.085820820821,2328716,2330086,1370,1.3693616950286014,69724-69765,2328716-2330086,1.0-2328716-2330086,0,34,63,True
recog_task,70,Trial start-0-1-54,Clip end,Response-2,1742757012.22877,1742757013.01258,1742757017.94961,442.160035,442.94341,447.880646,70.0,1.0,54.0,2.0,1742781960.24985,1742781965.96832,4.93435978889465,2780.0,2802.0,92.8494027360694,93.58418218218219,92849,93584,735,0.7347794461127961,2780-2802,92849-93584,1.0-92849-93584,1,35,31,True
recog_task,71,Trial start-0-1-634,Clip end,Response-2,1742757018.45617,1742757020.50126,1742757022.14592,448.387265,450.432234,452.076909,71.0,1.0,634.0,2.0,1742781966.47715,1742781970.16457,1.64167451858521,46659.0,46719.0,1558.3670080080078,1560.3709519519518,1558367,1560371,2004,2.003943943944023,46659-46719,1558367-1560371,1.0-1558367-1560371,1,36,32,True
recog_task,73,Trial start-0-1-290,Clip end,Response-2,1742757026.73248,1742757029.67448,1742757030.95354,456.66365,459.60549,460.884561,73.0,1.0,290.0,2.0,1742781974.75356,1742781978.97223,1.27637910842896,17581.0,17668.0,587.1889746413079,590.0946933600267,587189,590095,2906,2.905718718718731,17581-17668,587189-590095,1.0-587189-590095,1,37,33,True
