Plot ID,Metric,N Total,Mean,SEM,Sig Positive,Sig Negative,Total Sig,Expected Sig (5%),Chi2 Stat,P-Value,Pre-Driven (>0),Post-Driven (<0),Exact Zero,Valid N (excluding 0),Expected (50/50)
P1_Post-Stim_T-Scores,Post-Stim T-Score,33,-0.05537078640296546,0.15250902158650523,0.0,1.0,1.0,1.6500000000000001,0.269537480063796,0.6036422033902622,,,,,
P2_Pre-Stim_T-Scores,Pre-Stim T-Score,33,0.14192505974207031,0.16255544088700433,1.0,0.0,1.0,1.6500000000000001,0.269537480063796,0.6036422033902622,,,,,
P3_Diff_SigOnly,T-Score Diff (Pre - Post),2,1.8888577495078878,0.3344683617741923,,,,,2.0,0.15729920705028105,2.0,0.0,0.0,2.0,1.0
P4_Diff_All,T-Score Diff (Pre - Post),33,0.1972958461450358,0.19856064045158617,,,,,0.030303030303030304,0.8618044330490108,17.0,16.0,0.0,33.0,16.5
P5_Diff_Post_GTE_1,T-Score Diff (Pre - Post),5,-1.1725937579858154,0.43925654195365416,,,,,1.8,0.17971249487899593,1.0,4.0,0.0,5.0,2.5
