experimentPhase,trialNumber,startTag,cueEndTag,endTag,startTimeUnixSec,cueEndTimeUnixSec,endTimeUnixSec,startTimeMat,cueEndTimeMat,endTimeMat,trialNumberMat,movieID,clipID,response,trialStartTimePTB,trialEndTimePTB,reactionTimePTB,frameOn,frameOff,clipStartTime,clipEndTime,clipStartTimeMs,clipEndTimeMs,clipDurationMs,clipDurationSec,clipFrameRange,clipTimeRangeMs,clipWindowId,isAccurate,trialOrder,plotOrder,includeInPlots
recog_task,5,Trial start-0-1-368,Clip end,Response-2,1734028986,1734028988,1734028989.0,392.819488,394.832431,396.360577,5.0,1.0,368.0,2.0,1734057658.0,1734057662.0,1.512981415,25229.0,25288.0,842.625029362696,844.5955742409076,842625,844596,1971,1.9705448782116264,25229-25288,842625-844596,1.0-842625-844596,1,1,1,True
recog_task,10,Trial start-0-1-79,Clip end,Response-2,1734029008,1734029011,1734029012.0,415.005878,417.871909,418.862892,10.0,1.0,79.0,2.0,1734057680.0,1734057684.0,0.987523794,4045.0,4130.0,135.0992208875542,137.93814147480813,135099,137938,2839,2.838920587253938,4045-4130,135099-137938,1.0-135099-137938,1,2,2,True
recog_task,11,Trial start-0-1-458,Clip end,Response-2,1734029012,1734029014,1734029015.0,419.370313,421.412433,422.558356,11.0,1.0,458.0,2.0,1734057685.0,1734057688.0,1.142531872,32389.0,32449.0,1081.7623400066734,1083.7662839506172,1081762,1083766,2004,2.0039439439437956,32389-32449,1081762-1083766,1.0-1081762-1083766,1,3,3,True
recog_task,12,Trial start-0-1-755,Clip end,Response-2,1734029016,1734029017,1734029018.0,423.066103,424.14404,425.558126,12.0,1.0,755.0,2.0,1734057688.0,1734057691.0,1.410398245,54846.0,54877.0,1831.805159159159,1832.8405301968635,1831805,1832841,1036,1.035371037704408,54846-54877,1831805-1832841,1.0-1831805-1832841,1,4,4,True
recog_task,13,Trial start-0-1-650,Clip end,Response-2,1734029019,1734029022,1734029023.0,426.064922,428.901062,430.262296,13.0,1.0,650.0,2.0,1734057691.0,1734057696.0,1.357845306,48037.0,48120.0,1604.3909205872537,1607.163043043043,1604391,1607163,2772,2.7721224557892583,48037-48120,1604391-1607163,1.0-1604391-1607163,1,5,5,True
recog_task,14,Trial start-0-1-733,Clip end,Response-2,1734029024,1734029024,1734029026.0,430.769679,431.631825,433.294232,14.0,1.0,733.0,2.0,1734057696.0,1734057699.0,1.659055471,53217.0,53241.0,1777.398081081081,1778.1996586586586,1777398,1778200,802,0.8015775775775182,53217-53241,1777398-1778200,1.0-1777398-1778200,1,6,6,True
recog_task,15,Trial start-0-1-535,Clip end,Response-2,1734029027,1734029030,1734029031.0,433.801704,436.858014,437.894049,15.0,1.0,535.0,2.0,1734057699.0,1734057703.0,1.032509089,39475.0,39565.0,1318.4281197864532,1321.434035702369,1318428,1321434,3006,3.0059159159159208,39475-39565,1318428-1321434,1.0-1318428-1321434,1,7,7,True
recog_task,16,Trial start-0-1-287,Clip end,Response-2,1734029031,1734029032,1734029033.0,438.401264,439.482152,440.414226,16.0,1.0,287.0,2.0,1734057704.0,1734057706.0,0.928604603,17417.0,17448.0,581.7115278611946,582.746898898899,581712,582747,1035,1.035371037704408,17417-17448,581712-582747,1.0-581712-582747,1,8,8,True
recog_task,17,Trial start-0-1-990,Clip end,Response-2,1734029034,1734029035,1734029036.0,440.942808,442.148705,443.190127,17.0,1.0,990.0,2.0,1734057706.0,1734057709.0,1.038174152,72238.0,72273.0,2412.6817103770436,2413.8506776776776,2412682,2413851,1169,1.1689673006339945,72238-72273,2412682-2413851,1.0-2412682-2413851,1,9,9,True
recog_task,20,Trial start-0-1-300,Clip end,Response-2,1734029047,1734029050,1734029053.0,454.458214,457.487767,459.770093,20.0,1.0,300.0,2.0,1734057720.0,1734057725.0,2.278906822,18474.0,18564.0,617.0143403403404,620.0202562562563,617014,620020,3006,3.0059159159159208,18474-18564,617014-620020,1.0-617014-620020,1,10,10,True
