Plot ID,Metric,N Total,Mean,SEM,Sig Positive,Sig Negative,Total Sig,Expected Sig (5%),Chi2 Stat,P-Value,Pre-Driven (>0),Post-Driven (<0),Exact Zero,Valid N (excluding 0),Expected (50/50)
P1_Post-Stim_T-Scores,Post-Stim T-Score,12,0.19855661217632245,0.5329109948879339,2.0,0.0,2.0,0.6000000000000001,3.438596491228069,0.06368977513662902,,,,,
P2_Pre-Stim_T-Scores,Pre-Stim T-Score,12,-0.16824144815959474,0.47500795182098166,0.0,1.0,1.0,0.6000000000000001,0.2807017543859646,0.5962416305866571,,,,,
P3_Diff_SigOnly,T-Score Diff (Pre - Post),3,-1.8884369927119,0.3246638927261413,,,,,3.0,0.08326451666355042,0.0,3.0,0.0,3.0,1.5
P4_Diff_All,T-Score Diff (Pre - Post),12,-0.3667980603359171,0.35619805287497125,,,,,3.0,0.08326451666355042,3.0,9.0,0.0,12.0,6.0
P5_Diff_Post_GTE_1,T-Score Diff (Pre - Post),4,-1.154885083310446,0.3251238547993067,,,,,4.0,0.04550026389635857,0.0,4.0,0.0,4.0,2.0
