Plot ID,Metric,N Total,Mean,SEM,Sig Positive,Sig Negative,Total Sig,Expected Sig (5%),Chi2 Stat,P-Value,Pre-Driven (>0),Post-Driven (<0),Exact Zero,Valid N (excluding 0),Expected (50/50)
P1_Post-Stim_T-Scores,Post-Stim T-Score,30,-0.8434894861896223,0.12444677978634971,0.0,2.0,2.0,1.5,0.17543859649122806,0.6753229040948474,,,,,
P2_Pre-Stim_T-Scores,Pre-Stim T-Score,30,-0.563789218631163,0.18477771656992598,0.0,2.0,2.0,1.5,0.17543859649122806,0.6753229040948474,,,,,
P3_Diff_SigOnly,T-Score Diff (Pre - Post),3,-0.10310639277900635,0.5295354146863884,,,,,0.3333333333333333,0.5637028616507731,1.0,2.0,0.0,3.0,1.5
P4_Diff_All,T-Score Diff (Pre - Post),30,0.2797002675584591,0.18709204438958496,,,,,1.2,0.273321678292295,18.0,12.0,0.0,30.0,15.0
