pID,trial_num,movie_ID,target_movie,frame_on,frame_off,unq_frame_id,clip_ID,mov_clip_ID,clip_duration_sec,resp_answer,reaction_time_sec,timeout,correct,mat_trial_start_sec,ttl_movie_ID,effective_movie_ID,start_unix_sec,clip_end_unix_sec,ttl_minus_final_sec,local_shift_sec,exclude,experimentPhase,trialNumber,movieID,clipID,response,reactionTimePTB,trialStartTimePTB,frameOn,frameOff,Accurate,clipStartTime,clipEndTime,clipStartTimeMs,clipEndTimeMs,clipDurationMs,clipDurationSec,clipFrameRange,clipTimeRangeMs,clipWindowId,isAccurate,trialOrder,plotOrder,includeInPlots
579,70.0,1,1,5279,5347,1-5279-5347,105,1-105,2.26993749966664,2,2.715773105621338,0,1,1734057958.2570746,1,1,1734029285.7345588,1734029288.0044963,,-0.02078125,False,recog_task,70.0,1,105,2,2.715773105621338,1734057958.2570746,5279,5347,1,176.31366800133466,178.58480447113777,176314,178585,2271,2.2711364698031105,5279-5347,176314-178585,1-176314-178585,1,35,33,True
579,74.0,1,1,58578,58668,1-58578-58668,818,1-818,2.995249999999942,2,3.552525758743286,0,1,1734057975.0654411,1,1,1734029302.5337715,1734029305.5290215,,-0.0299375,False,recog_task,74.0,1,818,2,3.552525758743286,1734057975.0654411,58578,58668,1,1956.4504724724725,1959.4563883883884,1956450,1959456,3006,3.0059159159159208,58578-58668,1956450-1959456,1-1956450-1959456,1,36,34,True
579,76.0,1,1,72774,72834,1-72774-72834,999,1-999,1.9946249999998145,2,1.4962272644042969,0,1,1734057990.53063,1,1,1734029318.003577,1734029319.998202,,-0.0253125,False,recog_task,76.0,1,999,2,1.4962272644042969,1734057990.53063,72774,72834,1,2430.5836096096095,2432.587553553554,2430584,2432588,2004,2.0039439439442503,72774-72834,2430584-2432588,1-2430584-2432588,1,37,35,True
579,77.0,1,1,71634,71724,1-71634-71724,981,1-981,2.994249999999738,2,0.6271586418151855,0,1,1734057994.5715024,1,1,1734029322.053232,1734029325.047482,,-0.01653125,False,recog_task,77.0,1,981,2,0.6271586418151855,1734057994.5715024,71634,71724,1,2392.5086746746742,2395.51459059059,2392509,2395515,3006,3.0059159159159208,71634-71724,2392509-2395515,1-2392509-2395515,1,38,36,True
579,78.0,1,1,35788,35869,1-35788-35869,492,1-492,2.693937499333288,1,2.1896588802337646,0,0,1734057998.75791,1,1,1734029326.23148,1734029328.9254177,,-0.0246875,False,recog_task,78.0,1,492,1,2.1896588802337646,1734057998.75791,35788,35869,0,1195.2857644310977,1197.991088755422,1195286,1197991,2705,2.7053243243242378,35788-35869,1195286-1197991,1-1195286-1197991,0,39,69,True
579,80.0,1,1,54964,55015,1-54964-55015,758,1-758,1.694437499333162,2,0.7525453567504883,0,1,1734058007.394567,1,1,1734029334.8647585,1734029336.559196,,-0.0280625,False,recog_task,80.0,1,758,2,0.7525453567504883,1734058007.394567,54964,55015,1,1835.746248915582,1837.4496012679347,1835746,1837450,1704,1.7033523523525673,54964-55015,1835746-1837450,1-1835746-1837450,1,40,37,True
579,82.0,1,1,1606,1666,1-1606-1666,28,1-28,1.993468749333332,2,1.8559648990631104,0,1,1734058013.432446,1,1,1734029340.892568,1734029342.8860366,,-0.03815625,False,recog_task,82.0,1,28,2,1.8559648990631104,1734058013.432446,1606,1666,1,53.6388995662329,55.642843510176846,53639,55643,2004,2.003943943943945,1606-1666,53639-55643,1-53639-55643,1,41,38,True
579,83.0,1,1,31105,31191,1-31105-31191,444,1-444,2.8612812483333983,2,2.265819787979126,0,1,1734058017.8431444,1,1,1734029345.3124106,1734029348.1736915,,-0.029,False,recog_task,83.0,1,444,2,2.265819787979126,1734058017.8431444,31105,31191,1,1038.877939606273,1041.7502592592593,1038878,1041750,2872,2.8723196529863344,31105-31191,1038878-1041750,1-1038878-1041750,1,42,39,True
579,84.0,1,1,11057,11104,1-11057-11104,205,1-205,1.5628749996666895,2,0.9280006885528564,0,1,1734058023.5213268,1,1,1734029350.9920323,1734029352.5549076,,-0.0275625,False,recog_task,84.0,1,205,2,0.9280006885528564,1734058023.5213268,11057,11104,1,369.2934698031365,370.8632258925592,369293,370863,1570,1.5697560894227536,11057-11104,369293-370863,1-369293-370863,1,43,40,True
579,89.0,1,1,62641,62674,1-62641-62674,872,1-872,1.0958437493331985,0,10.052452564239502,1,0,1734058046.0749526,1,1,1734029373.5513363,1734029374.64718,,-0.021875,False,recog_task,89.0,1,872,0,10.052452564239502,1734058046.0749526,62641,62674,0,2092.1508765432095,2093.253045712379,2092151,2093253,1102,1.1021691691694286,62641-62674,2092151-2093253,1-2092151-2093253,0,44,70,True
579,90.0,1,1,26789,26844,1-26789-26844,387,1-387,1.8439374996665947,2,1.5970313549041748,0,1,1734058057.7828796,1,1,1734029385.246206,1734029387.0901434,,-0.0349375,False,recog_task,90.0,1,387,2,1.5970313549041748,1734058057.7828796,26789,26844,1,894.7275719052385,896.5645205205204,894728,896565,1837,1.8369486152819263,26789-26844,894728-896565,1-894728-896565,1,45,41,True
579,94.0,1,1,13530,13585,1-13530-13585,246,1-246,1.8300312499999905,2,0.983640193939209,0,1,1734058070.3624392,1,1,1734029397.8239822,1734029399.6540134,,-0.03671875,False,recog_task,94.0,1,246,2,0.983640193939209,1734058070.3624392,13530,13585,1,451.88935935935933,453.72630797464126,451889,453726,1837,1.8369486152819263,13530-13585,451889-453726,1-451889-453726,1,46,42,True
579,95.0,1,1,51467,51540,1-51467-51540,703,1-703,2.4363749996666684,2,0.8732278347015381,0,1,1734058073.739807,1,1,1734029401.24045,1734029403.676825,,0.002375,False,recog_task,95.0,1,703,2,0.8732278347015381,1734058073.739807,51467,51540,1,1718.9497160493827,1721.3878478478478,1718950,1721388,2438,2.438131798465065,51467-51540,1718950-1721388,1-1718950-1721388,1,47,43,True
579,96.0,1,1,69724,69765,1-69724-69765,954,1-954,1.363593749333177,2,2.291285514831543,0,1,1734058077.6381798,1,1,1734029405.1178231,1734029406.481417,,-0.018625,False,recog_task,96.0,1,954,2,2.291285514831543,1734058077.6381798,69724,69765,1,2328.7164591257924,2330.085820820821,2328716,2330086,1370,1.3693616950286014,69724-69765,2328716-2330086,1-2328716-2330086,1,48,44,True
579,99.0,1,1,20854,20903,1-20854-20903,326,1-326,1.6298124993332976,1,1.2644739151000977,0,0,1734058089.7793765,1,1,1734029417.242538,1734029418.8723505,,-0.03509375,False,recog_task,99.0,1,326,1,1.2644739151000977,1734058089.7793765,20854,20903,0,696.5041167834502,698.1406710043376,696504,698141,1637,1.636554220887433,20854-20903,696504-698141,1-696504-698141,0,49,71,True
579,100.0,1,1,6262,6290,1-6262-6290,125,1-125,0.9469999993333148,1,3.315333604812622,0,0,1734058093.2191565,1,1,1734029420.6893485,1734029421.6363485,,-0.0280625,False,recog_task,100.0,1,125,1,3.315333604812622,1734058093.2191565,6262,6290,0,209.14494961628293,210.08012345679012,209145,210080,935,0.9351738405071899,6262-6290,209145-210080,1-209145-210080,0,50,72,True
579,103.0,1,1,61477,61505,1-61477-61505,852,1-852,0.929343749333384,2,1.062779188156128,0,1,1734058114.35846,1,1,1734029441.833528,1734029442.7628715,,-0.0231875,False,recog_task,103.0,1,852,2,1.062779188156128,1734058114.35846,61477,61505,1,2053.2743640306976,2054.2095378712047,2053274,2054210,936,0.9351738405071046,61477-61505,2053274-2054210,1-2053274-2054210,1,51,45,True
579,104.0,1,1,15672,15732,1-15672-15732,267,1-267,1.9949687499999984,2,0.8538713455200195,0,1,1734058116.911076,1,1,1734029444.3749957,1734029446.3699644,,-0.03434375,False,recog_task,104.0,1,267,2,0.8538713455200195,1734058116.911076,15672,15732,1,523.4301581581581,525.4341021021021,523430,525434,2004,2.003943943944023,15672-15732,523430-525434,1-523430-525434,1,52,46,True
579,110.0,1,1,15549,15591,1-15549-15591,264,1-264,1.4126249999999343,2,1.910514116287232,0,1,1734058139.958924,1,1,1734029467.424892,1734029468.837517,,-0.0323125,False,recog_task,110.0,1,264,2,1.910514116287232,1734058139.958924,15549,15591,1,519.322073073073,520.7248338338337,519322,520725,1403,1.402760760760657,15549-15591,519322-520725,1-519322-520725,1,53,47,True
579,112.0,1,1,51575,51635,1-51575-51635,705,1-705,2.012281249666785,2,3.0682382583618164,0,1,1734058155.246975,1,1,1734029482.7139485,1734029484.7262297,,-0.03128125,False,recog_task,112.0,1,705,2,3.0682382583618164,1734058155.246975,51575,51635,1,1722.5568151484817,1724.5607590924258,1722557,1724561,2004,2.003943943944023,51575-51635,1722557-1724561,1-1722557-1724561,1,54,48,True
579,113.0,1,1,61043,61125,1-61043-61125,848,1-848,2.74521874966672,2,1.3237531185150146,0,1,1734058160.8951392,1,1,1734029488.3816028,1734029491.1268215,,-0.0118125,False,recog_task,113.0,1,848,2,1.3237531185150146,1734058160.8951392,61043,61125,1,2038.779169502836,2041.5178928928929,2038779,2041518,2739,2.738723390056748,61043-61125,2038779-2041518,1-2038779-2041518,1,55,49,True
579,114.0,1,1,2661,2711,1-2661-2711,51,1-51,1.6796875,2,0.7269916534423828,0,1,1734058165.5545285,1,1,1734029493.0380695,1734029494.717757,,-0.01471875,False,recog_task,114.0,1,51,2,0.7269916534423828,1734058165.5545285,2661,2711,1,88.87491391391391,90.54486720053387,88875,90545,1670,1.6699532866199576,2661-2711,88875-90545,1-88875-90545,1,56,50,True
579,116.0,1,1,3066,3089,1-3066-3089,58,1-58,0.7974687500000073,2,1.281775712966919,0,1,1734058171.5423844,1,1,1734029499.004099,1734029499.8015676,,-0.0365625,False,recog_task,116.0,1,58,2,1.281775712966919,1734058171.5423844,3066,3089,1,102.40153553553553,103.16971404738071,102402,103170,768,0.7681785118451785,3066-3089,102402-103170,1-102402-103170,1,57,51,True
579,118.0,1,1,34673,34735,1-34673-34735,477,1-477,2.078812499666583,2,0.5424981117248535,0,1,1734058176.693121,1,1,1734029504.161034,1734029506.2398467,,-0.03034375,False,recog_task,118.0,1,477,2,0.5424981117248535,1734058176.693121,34673,34735,1,1158.045806139473,1160.1165482148815,1158046,1160117,2071,2.070742075408589,34673-34735,1158046-1160117,1-1158046-1160117,1,58,52,True
579,119.0,1,1,49083,49173,1-49083-49173,666,1-666,2.9948124999998527,2,1.2222533226013184,0,1,1734058179.878203,1,1,1734029507.3476572,1734029510.3424697,,-0.0288125,False,recog_task,119.0,1,666,2,1.2222533226013184,1734058179.878203,49083,49173,1,1639.326343343343,1642.3322592592592,1639326,1642332,3006,3.005915915916148,49083-49173,1639326-1642332,1-1639326-1642332,1,59,53,True
579,120.0,1,1,9228,9300,1-9228-9300,173,1-173,2.395906249999996,2,0.7331809997558594,0,1,1734058184.65565,1,1,1734029512.122687,1734029514.5185935,,-0.03121875,False,recog_task,120.0,1,173,2,0.7331809997558594,1734058184.65565,9228,9300,1,308.20657857857856,310.61131131131134,308207,310611,2404,2.404732732732782,9228-9300,308207-310611,1-308207-310611,1,60,54,True
579,121.0,1,1,51885,51975,1-51885-51975,709,1-709,3.012124999999969,2,0.7286057472229004,0,1,1734058188.349733,1,1,1734029515.829154,1734029518.841279,,-0.01884375,False,recog_task,121.0,1,709,2,0.7286057472229004,1734058188.349733,51885,51975,1,1732.9105255255254,1735.9164414414413,1732911,1735916,3005,3.0059159159159208,51885-51975,1732911-1735916,1-1732911-1735916,1,61,55,True
579,122.0,1,1,29695,29782,1-29695-29782,427,1-427,2.911249999333336,2,0.5936782360076904,0,1,1734058192.6515875,1,1,1734029520.1269958,1734029523.038246,,-0.02284375,False,recog_task,122.0,1,427,2,0.5936782360076904,1734058192.6515875,29695,29782,1,991.7852569235902,994.690975642309,991785,994691,2906,2.9057187187188447,29695-29782,991785-994691,1-991785-994691,1,62,56,True
579,124.0,1,1,60105,60147,1-60105-60147,833,1-833,1.4244375000000673,2,1.0011918544769287,0,1,1734058199.870762,1,1,1734029527.370368,1734029528.7948055,,0.00134375,False,recog_task,124.0,1,833,2,1.0011918544769287,1734058199.870762,60105,60147,1,2007.4508458458458,2008.8536066066065,2007451,2008854,1403,1.402760760760657,60105-60147,2007451-2008854,1-2007451-2008854,1,63,57,True
579,126.0,1,1,47390,47450,1-47390-47450,643,1-643,2.0290937496668,2,0.9561491012573242,0,1,1734058206.927202,1,1,1734029534.3965223,1734029536.425616,,-0.0289375,False,recog_task,126.0,1,643,2,0.9561491012573242,1734058206.927202,47390,47450,1,1582.7817250583917,1584.7856690023357,1582782,1584786,2004,2.003943943944023,47390-47450,1582782-1584786,1-1582782-1584786,1,64,58,True
579,129.0,1,1,52261,52286,1-52261-52286,716,1-716,0.8301874993333058,2,0.7210633754730225,0,1,1734058218.4119256,1,1,1734029545.8794858,1734029546.7096734,,-0.03071875,False,recog_task,129.0,1,716,2,0.7210633754730225,1734058218.4119256,52261,52286,1,1745.4685742409076,1746.3035508842174,1745469,1746304,835,0.8349766433098011,52261-52286,1745469-1746304,1-1745469-1746304,1,65,59,True
579,131.0,1,1,9923,10012,1-9923-10012,187,1-187,2.960593749666657,2,0.744492769241333,0,1,1734058224.2158678,1,1,1734029551.6726403,1734029554.633234,,-0.0415,False,recog_task,131.0,1,187,2,0.744492769241333,1734058224.2158678,9923,10012,1,331.41892926259595,334.3914461127794,331419,334391,2972,2.9725168501834673,9923-10012,331419-334391,1-331419-334391,1,66,60,True
579,132.0,1,1,1126,1159,1-1126-1159,19,1-19,1.078437499333333,1,0.860004186630249,0,0,1734058228.4637969,1,1,1734029555.9544194,1734029557.032857,,-0.00765625,False,recog_task,132.0,1,19,1,0.860004186630249,1734058228.4637969,1126,1159,0,37.60734801468135,38.709517183850515,37607,38710,1103,1.1021691691691657,1126-1159,37607-38710,1-37607-38710,0,67,73,True
