pID,trial_num,movie_ID,target_movie,frame_on,frame_off,unq_frame_id,clip_ID,mov_clip_ID,clip_duration_sec,resp_answer,reaction_time_sec,timeout,correct,mat_trial_start_sec,ttl_movie_ID,effective_movie_ID,final_time_unix,clip_end_unix,ttl_minus_final_sec,local_shift_sec,exclude,experimentPhase,trialNumber,movieID,clipID,response,reactionTimePTB,trialStartTimePTB,frameOn,frameOff,Accurate,clipStartTime,clipEndTime,clipStartTimeMs,clipEndTimeMs,clipDurationMs,clipDurationSec,clipFrameRange,clipTimeRangeMs,clipWindowId,isAccurate,trialOrder,plotOrder,includeInPlots
576,1.0,1,1,12638,12715,1-12638-12715,230,1-230,2.5627499996666643,2,3.175655603408813,0,1,1726543947.5929892,1,1,1726518764.8502517,1726518767.4130018,-0.0793015956878662,-0.0876875,False,recog_task,1.0,1,230,2,3.175655603408813,1726543947.5929892,12638,12715,1,422.0995011678345,424.67124207540877,422100,424671,2571,2.5717409075742808,12638-12715,422100-424671,1-422100-424671,1,1,1,True
576,3.0,1,1,11332,11396,1-11332-11396,210,1-210,2.1208437493333463,2,1.9105565547943115,0,1,1726543958.092429,1,1,1726518775.3496914,1726518777.470535,-0.0795314311981201,-0.027625,False,recog_task,3.0,1,210,2,1.9105565547943115,1726543958.092429,11332,11396,1,378.4801034367701,380.61765432098764,378480,380618,2138,2.1375508842175464,11332-11396,378480-380618,1-378480-380618,1,2,2,True
576,6.0,1,1,51467,51540,1-51467-51540,703,1-703,2.419062499666552,2,1.822046041488648,0,1,1726543976.2847383,1,1,1726518793.5420008,1726518795.9610634,-0.0792207717895507,0.00540625,False,recog_task,6.0,1,703,2,1.822046041488648,1726543976.2847383,51467,51540,1,1718.9583024691358,1721.3964464464464,1718958,1721396,2438,2.438143977310574,51467-51540,1718958-1721396,1-1718958-1721396,1,3,3,True
576,9.0,1,1,43362,43420,1-43362-43420,574,1-574,1.9295312500000816,2,1.5801312923431396,0,1,1726543987.8935096,1,1,1726518805.150772,1726518807.0803034,-0.0789320468902587,-0.0159375,False,recog_task,9.0,1,574,2,1.5801312923431396,1726543987.8935096,43362,43420,1,1448.2575225225223,1450.1946780113446,1448258,1450195,1937,1.9371554888223272,43362-43420,1448258-1450195,1-1448258-1450195,1,4,4,True
576,10.0,1,1,1337,1426,1-1337-1426,24,1-24,2.9414687496666687,2,1.0874407291412354,0,1,1726543992.0780222,1,1,1726518809.3352847,1726518812.2767534,-0.0792946815490722,-0.0170625,False,recog_task,10.0,1,24,2,1.0874407291412354,1726543992.0780222,1337,1426,1,44.65477394060728,47.6273056389723,44655,47627,2972,2.9725316983650245,1337-1426,44655-47627,1-44655-47627,1,5,5,True
576,11.0,1,1,11057,11104,1-11057-11104,205,1-205,1.563218749666703,2,0.8993074893951416,0,1,1726543996.8130803,1,1,1726518814.0759742,1726518815.639193,-0.0848941802978515,-0.01509375,False,recog_task,11.0,1,205,2,0.8993074893951416,1726543996.8130803,11057,11104,1,369.2953144811478,370.86507841174506,369295,370865,1570,1.5697639305972757,11057-11104,369295-370865,1-369295-370865,1,6,6,True
576,14.0,1,1,1126,1159,1-1126-1159,19,1-19,1.0859374993333333,2,4.3255391120910645,0,1,1726544008.5302932,1,1,1726518825.798345,1726518826.8842828,-0.0900154113769531,-0.0099375,False,recog_task,14.0,1,19,2,4.3255391120910645,1726544008.5302932,1126,1159,1,37.607535869202536,38.709710543877215,37608,38710,1102,1.1021746746746786,1126-1159,37608-38710,1-37608-38710,1,7,7,True
576,15.0,1,1,56083,56147,1-56083-56147,783,1-783,2.127249999333344,2,0.9074692726135254,0,1,1726544014.6424425,1,1,1726518831.899705,1726518834.026955,-0.0795948505401611,-0.0281875,False,recog_task,15.0,1,783,2,0.9074692726135254,1726544014.6424425,56083,56147,1,1873.1291599933265,1875.2667108775443,1873129,1875267,2138,2.137550884217717,56083-56147,1873129-1875267,1-1873129-1875267,1,8,8,True
576,17.0,1,1,52613,52664,1-52613-52664,723,1-723,1.6974374996666484,2,0.9244096279144288,0,1,1726544022.45685,1,1,1726518839.7141123,1726518841.41155,-0.0792224407196044,-0.03171875,False,recog_task,17.0,1,723,2,0.9244096279144288,1726544022.45685,52613,52664,1,1757.2338229896563,1758.9371838505172,1757234,1758937,1703,1.703360860860812,52613-52664,1757234-1758937,1-1757234-1758937,1,9,9,True
576,18.0,1,1,14729,14781,1-14729-14781,257,1-257,1.7301562496666634,2,0.9029479026794434,0,1,1726544025.7477405,1,1,1726518843.005003,1726518844.7351592,-0.0791828632354736,-0.50040625,False,recog_task,18.0,1,257,2,0.9029479026794434,1726544025.7477405,14729,14781,1,491.93729646312977,493.67405655655654,491937,493674,1737,1.736760093426767,14729-14781,491937-493674,1-491937-493674,1,10,10,True
