units,spikeTimeRawS,movieAlignedTimeS,movieAlignedTimeMs,trialOrder,clipWindowId,clipID,movieID,isAccurate,plotOrder,includeInPlots,clipStartTimeMs,clipEndTimeMs,spikeTimeRelativeToClipStartMs,spikeTimeRelativeToClipStartS
3,1127.8871,525.8941,525894.0594,22,1.0-522899-527908,267.0000,1.0000,1,16,True,522899.0000,527908.0000,2995.0594,2.9951
3,1127.9625,525.9695,525969.4594,22,1.0-522899-527908,267.0000,1.0000,1,16,True,522899.0000,527908.0000,3070.4594,3.0705
3,1128.3043,526.3113,526311.2594,22,1.0-522899-527908,267.0000,1.0000,1,16,True,522899.0000,527908.0000,3412.2594,3.4123
3,1129.7985,527.8055,527805.4594,22,1.0-522899-527908,267.0000,1.0000,1,16,True,522899.0000,527908.0000,4906.4594,4.9065
3,1129.8549,527.8619,527861.8594,22,1.0-522899-527908,267.0000,1.0000,1,16,True,522899.0000,527908.0000,4962.8594,4.9629
3,2612.6498,2010.6568,2010656.7594,26,1.0-2010651-2012831,835.0000,1.0000,0,28,True,2010651.0000,2012831.0000,5.7594,0.0058
3,2613.1475,2011.1545,2011154.4594,26,1.0-2010651-2012831,835.0000,1.0000,0,28,True,2010651.0000,2012831.0000,503.4594,0.5035
3,2614.7843,2012.7913,2012791.2594,26,1.0-2010651-2012831,835.0000,1.0000,0,28,True,2010651.0000,2012831.0000,2140.2594,2.1403
3,1411.3764,809.3834,809383.3594,27,1.0-809205-812075,358.0000,1.0000,0,29,True,809205.0000,812075.0000,178.3594,0.1784
3,1413.5232,811.5302,811530.1594,27,1.0-809205-812075,358.0000,1.0000,0,29,True,809205.0000,812075.0000,2325.1594,2.3252
3,1413.5837,811.5907,811590.6594,27,1.0-809205-812075,358.0000,1.0000,0,29,True,809205.0000,812075.0000,2385.6594,2.3857
3,2205.4387,1603.4457,1603445.6594,28,1.0-1602762-1605522,650.0000,1.0000,1,20,True,1602762.0000,1605522.0000,683.6594,0.6837
3,2205.7893,1603.7963,1603796.2594,28,1.0-1602762-1605522,650.0000,1.0000,1,20,True,1602762.0000,1605522.0000,1034.2594,1.0343
